KVcache prepared in 13.03012728691101 seconds
[0]: Semantic Similarity: 0.24778,	 cache time: 9.5367431640625e-07,	 generate time: 0.20666956901550293
[38]: [Cumulative]: Semantic Similarity: 0.18085,	 cache time: 1.1065067389072517e-06,	 generate time: 0.12194579075544308
[39]: Semantic Similarity: 0.19713,	 cache time: 9.5367431640625e-07,	 generate time: 0.11939620971679688
[39]: [Cumulative]: Semantic Similarity: 0.18126,	 cache time: 1.1026859283447266e-06,	 generate time: 0.12188205122947693
[40]: Semantic Similarity: 0.1979,	 cache time: 7.152557373046875e-07,	 generate time: 0.11899185180664062
[40]: [Cumulative]: Semantic Similarity: 0.18166,	 cache time: 1.0932364114900914e-06,	 generate time: 0.12181155856062727
[41]: Semantic Similarity: 0.20041,	 cache time: 9.5367431640625e-07,	 generate time: 0.11917567253112793
[41]: [Cumulative]: Semantic Similarity: 0.18211,	 cache time: 1.0899135044642857e-06,	 generate time: 0.12174879936944871
[42]: Semantic Similarity: 0.11205,	 cache time: 7.152557373046875e-07,	 generate time: 0.11904120445251465
[42]: [Cumulative]: Semantic Similarity: 0.18048,	 cache time: 1.0812005331349927e-06,	 generate time: 0.12168583204579908
[43]: Semantic Similarity: 0.18523,	 cache time: 9.5367431640625e-07,	 generate time: 3.504417657852173
[43]: [Cumulative]: Semantic Similarity: 0.18059,	 cache time: 1.0783022100275212e-06,	 generate time: 0.19856610081412576
[44]: Semantic Similarity: 0.19045,	 cache time: 1.1920928955078125e-06,	 generate time: 0.21929049491882324
[44]: [Cumulative]: Semantic Similarity: 0.18081,	 cache time: 1.0808308919270833e-06,	 generate time: 0.19902664290534125
[45]: Semantic Similarity: 0.20417,	 cache time: 7.152557373046875e-07,	 generate time: 0.12694144248962402
[45]: [Cumulative]: Semantic Similarity: 0.18131,	 cache time: 1.0728836059570312e-06,	 generate time: 0.19745957333108652
[46]: Semantic Similarity: 0.26129,	 cache time: 9.5367431640625e-07,	 generate time: 0.12297177314758301
[46]: [Cumulative]: Semantic Similarity: 0.18302,	 cache time: 1.0703472380942487e-06,	 generate time: 0.19587472651867158
[47]: Semantic Similarity: 0.12406,	 cache time: 7.152557373046875e-07,	 generate time: 0.11851787567138672
[47]: [Cumulative]: Semantic Similarity: 0.18179,	 cache time: 1.062949498494466e-06,	 generate time: 0.19426312545935312
[48]: Semantic Similarity: 0.17592,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12095117568969727
[48]: [Cumulative]: Semantic Similarity: 0.18167,	 cache time: 1.0655850780253507e-06,	 generate time: 0.19276696321915607
[49]: Semantic Similarity: 0.15771,	 cache time: 7.152557373046875e-07,	 generate time: 0.11980223655700684
[49]: [Cumulative]: Semantic Similarity: 0.18119,	 cache time: 1.0585784912109376e-06,	 generate time: 0.1913076686859131
[50]: Semantic Similarity: 0.17237,	 cache time: 9.5367431640625e-07,	 generate time: 0.11983323097229004
[50]: [Cumulative]: Semantic Similarity: 0.18102,	 cache time: 1.056521546606924e-06,	 generate time: 0.18990620912290088
[51]: Semantic Similarity: 0.23823,	 cache time: 7.152557373046875e-07,	 generate time: 0.11915349960327148
[51]: [Cumulative]: Semantic Similarity: 0.18212,	 cache time: 1.049958742581881e-06,	 generate time: 0.18854558009367722
[52]: Semantic Similarity: 0.06801,	 cache time: 9.5367431640625e-07,	 generate time: 0.12081670761108398
[52]: [Cumulative]: Semantic Similarity: 0.17996,	 cache time: 1.0481420552955484e-06,	 generate time: 0.1872676768392887
[53]: Semantic Similarity: 0.22509,	 cache time: 9.5367431640625e-07,	 generate time: 0.11945176124572754
[53]: [Cumulative]: Semantic Similarity: 0.1808,	 cache time: 1.0463926527235244e-06,	 generate time: 0.18601182655051904
[54]: Semantic Similarity: 0.1772,	 cache time: 7.152557373046875e-07,	 generate time: 0.11991429328918457
[54]: [Cumulative]: Semantic Similarity: 0.18073,	 cache time: 1.0403719815340908e-06,	 generate time: 0.18481005321849475
[55]: Semantic Similarity: 0.34639,	 cache time: 7.152557373046875e-07,	 generate time: 0.11912989616394043
[55]: [Cumulative]: Semantic Similarity: 0.18369,	 cache time: 1.0345663343157087e-06,	 generate time: 0.18363719327109201
[56]: Semantic Similarity: 0.24009,	 cache time: 9.5367431640625e-07,	 generate time: 0.12103533744812012
[56]: [Cumulative]: Semantic Similarity: 0.18468,	 cache time: 1.0331471761067708e-06,	 generate time: 0.18253891509875916
[57]: Semantic Similarity: 0.0568,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12024784088134766
[57]: [Cumulative]: Semantic Similarity: 0.18248,	 cache time: 1.0358876195447199e-06,	 generate time: 0.18146493106052794
[58]: Semantic Similarity: 0.22588,	 cache time: 7.152557373046875e-07,	 generate time: 0.11919021606445312
[58]: [Cumulative]: Semantic Similarity: 0.18321,	 cache time: 1.0304531808626854e-06,	 generate time: 0.18040942741652666
[59]: Semantic Similarity: 0.32207,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11907839775085449
[59]: [Cumulative]: Semantic Similarity: 0.18553,	 cache time: 1.0331471761067708e-06,	 generate time: 0.17938724358876545
[60]: Semantic Similarity: 0.30462,	 cache time: 9.5367431640625e-07,	 generate time: 0.11614847183227539
[60]: [Cumulative]: Semantic Similarity: 0.18748,	 cache time: 1.0318443423411886e-06,	 generate time: 0.17835054241242956
[61]: Semantic Similarity: 0.22283,	 cache time: 7.152557373046875e-07,	 generate time: 0.11959004402160645
[61]: [Cumulative]: Semantic Similarity: 0.18805,	 cache time: 1.0267380745180192e-06,	 generate time: 0.17740279243838403
[62]: Semantic Similarity: 0.19428,	 cache time: 9.5367431640625e-07,	 generate time: 0.12082719802856445
[62]: [Cumulative]: Semantic Similarity: 0.18815,	 cache time: 1.0255783323257688e-06,	 generate time: 0.17650476713029165
[63]: Semantic Similarity: 0.18228,	 cache time: 7.152557373046875e-07,	 generate time: 0.1199796199798584
[63]: [Cumulative]: Semantic Similarity: 0.18806,	 cache time: 1.0207295417785645e-06,	 generate time: 0.17562156170606613
[64]: Semantic Similarity: 0.18096,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11936664581298828
[64]: [Cumulative]: Semantic Similarity: 0.18795,	 cache time: 1.0233659010667067e-06,	 generate time: 0.17475610146155723
[65]: Semantic Similarity: 0.03857,	 cache time: 1.1920928955078125e-06,	 generate time: 2.632286310195923
[65]: [Cumulative]: Semantic Similarity: 0.18568,	 cache time: 1.0259223706794507e-06,	 generate time: 0.21199140765450217
[66]: Semantic Similarity: 0.03396,	 cache time: 9.5367431640625e-07,	 generate time: 0.12005114555358887
[66]: [Cumulative]: Semantic Similarity: 0.18342,	 cache time: 1.024844041511194e-06,	 generate time: 0.2106191649365781
[67]: Semantic Similarity: 0.10356,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12037158012390137
[67]: [Cumulative]: Semantic Similarity: 0.18225,	 cache time: 1.0273035834817325e-06,	 generate time: 0.2092919945716858
[68]: Semantic Similarity: 0.16146,	 cache time: 9.5367431640625e-07,	 generate time: 0.12061238288879395
[68]: [Cumulative]: Semantic Similarity: 0.18194,	 cache time: 1.0262364926545515e-06,	 generate time: 0.20800678280816562
[69]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 0.6448934078216553
[69]: [Cumulative]: Semantic Similarity: 0.19363,	 cache time: 1.0217939104352678e-06,	 generate time: 0.21424802030835832
[70]: Semantic Similarity: 0.14386,	 cache time: 2.5510787963867188e-05,	 generate time: 0.1202080249786377
[70]: [Cumulative]: Semantic Similarity: 0.19293,	 cache time: 1.3667093196385343e-06,	 generate time: 0.2129235133318834
[71]: Semantic Similarity: 0.23707,	 cache time: 7.152557373046875e-07,	 generate time: 0.11933517456054688
[71]: [Cumulative]: Semantic Similarity: 0.19354,	 cache time: 1.357661353217231e-06,	 generate time: 0.2116236752933926
[72]: Semantic Similarity: 0.15183,	 cache time: 7.152557373046875e-07,	 generate time: 0.12216401100158691
[72]: [Cumulative]: Semantic Similarity: 0.19297,	 cache time: 1.348861276286922e-06,	 generate time: 0.2103982004400802
[73]: Semantic Similarity: 0.06964,	 cache time: 7.152557373046875e-07,	 generate time: 0.11972713470458984
[73]: [Cumulative]: Semantic Similarity: 0.1913,	 cache time: 1.3402990392736487e-06,	 generate time: 0.20917291576797897
[74]: Semantic Similarity: 0.15854,	 cache time: 9.5367431640625e-07,	 generate time: 0.12006258964538574
[74]: [Cumulative]: Semantic Similarity: 0.19087,	 cache time: 1.33514404296875e-06,	 generate time: 0.2079847780863444
[75]: Semantic Similarity: 0.2299,	 cache time: 7.152557373046875e-07,	 generate time: 0.12013673782348633
[75]: [Cumulative]: Semantic Similarity: 0.19138,	 cache time: 1.3269876178942229e-06,	 generate time: 0.20682888281972786
[76]: Semantic Similarity: 0.08089,	 cache time: 9.5367431640625e-07,	 generate time: 0.12062907218933105
[76]: [Cumulative]: Semantic Similarity: 0.18995,	 cache time: 1.322139393199574e-06,	 generate time: 0.20570940475959282
[77]: Semantic Similarity: 0.1223,	 cache time: 7.152557373046875e-07,	 generate time: 0.12032723426818848
[77]: [Cumulative]: Semantic Similarity: 0.18908,	 cache time: 1.3143588335086138e-06,	 generate time: 0.20461476154816458
[78]: Semantic Similarity: 0.33222,	 cache time: 7.152557373046875e-07,	 generate time: 0.12203311920166016
[78]: [Cumulative]: Semantic Similarity: 0.19089,	 cache time: 1.3067752500123615e-06,	 generate time: 0.2035694243032721
[79]: Semantic Similarity: 0.09959,	 cache time: 7.152557373046875e-07,	 generate time: 0.12252926826477051
[79]: [Cumulative]: Semantic Similarity: 0.18975,	 cache time: 1.2993812561035157e-06,	 generate time: 0.20255642235279084
[80]: Semantic Similarity: 0.16866,	 cache time: 7.152557373046875e-07,	 generate time: 0.11934113502502441
[80]: [Cumulative]: Semantic Similarity: 0.18949,	 cache time: 1.2921698299455054e-06,	 generate time: 0.2015290731265221
[81]: Semantic Similarity: 0.12498,	 cache time: 7.152557373046875e-07,	 generate time: 0.11935186386108398
[81]: [Cumulative]: Semantic Similarity: 0.1887,	 cache time: 1.2851342922303736e-06,	 generate time: 0.2005269120379192
[82]: Semantic Similarity: 0.07725,	 cache time: 9.5367431640625e-07,	 generate time: 0.11826515197753906
[82]: [Cumulative]: Semantic Similarity: 0.18736,	 cache time: 1.2811407985457455e-06,	 generate time: 0.19953580649502306
[83]: Semantic Similarity: 0.14146,	 cache time: 9.5367431640625e-07,	 generate time: 0.11973214149475098
[83]: [Cumulative]: Semantic Similarity: 0.18681,	 cache time: 1.2772423880440847e-06,	 generate time: 0.19858576286406743
[84]: Semantic Similarity: 0.38032,	 cache time: 9.5367431640625e-07,	 generate time: 0.11916160583496094
[84]: [Cumulative]: Semantic Similarity: 0.18909,	 cache time: 1.2734357048483455e-06,	 generate time: 0.1976513610166662
[85]: Semantic Similarity: 0.19466,	 cache time: 7.152557373046875e-07,	 generate time: 0.1205141544342041
[85]: [Cumulative]: Semantic Similarity: 0.18915,	 cache time: 1.2669452401094658e-06,	 generate time: 0.19675441675407943
[86]: Semantic Similarity: 0.22592,	 cache time: 7.152557373046875e-07,	 generate time: 0.12113571166992188
[86]: [Cumulative]: Semantic Similarity: 0.18958,	 cache time: 1.2606039814565374e-06,	 generate time: 0.1958852362358707
[87]: Semantic Similarity: 0.16451,	 cache time: 7.152557373046875e-07,	 generate time: 0.12019562721252441
[87]: [Cumulative]: Semantic Similarity: 0.18929,	 cache time: 1.2544068423184482e-06,	 generate time: 0.19502512704242358
[88]: Semantic Similarity: 0.20554,	 cache time: 7.152557373046875e-07,	 generate time: 0.12012004852294922
[88]: [Cumulative]: Semantic Similarity: 0.18947,	 cache time: 1.2483489647340239e-06,	 generate time: 0.19418349694669917
[89]: Semantic Similarity: 0.08975,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11894607543945312
[89]: [Cumulative]: Semantic Similarity: 0.18837,	 cache time: 1.247723897298177e-06,	 generate time: 0.19334752559661866
[90]: Semantic Similarity: 0.25298,	 cache time: 9.5367431640625e-07,	 generate time: 0.11914896965026855
[90]: [Cumulative]: Semantic Similarity: 0.18908,	 cache time: 1.2444925832224416e-06,	 generate time: 0.19253215684995548
[91]: Semantic Similarity: 0.29495,	 cache time: 7.152557373046875e-07,	 generate time: 0.1201167106628418
[91]: [Cumulative]: Semantic Similarity: 0.19023,	 cache time: 1.2387400088102922e-06,	 generate time: 0.19174503243487814
[92]: Semantic Similarity: 0.1932,	 cache time: 7.152557373046875e-07,	 generate time: 0.11924457550048828
[92]: [Cumulative]: Semantic Similarity: 0.19026,	 cache time: 1.2331111456758232e-06,	 generate time: 0.190965457629132
[93]: Semantic Similarity: 0.11757,	 cache time: 7.3909759521484375e-06,	 generate time: 0.11941075325012207
[93]: [Cumulative]: Semantic Similarity: 0.18949,	 cache time: 1.2986203457446808e-06,	 generate time: 0.19020423736978084
[94]: Semantic Similarity: 0.04838,	 cache time: 7.152557373046875e-07,	 generate time: 0.12041163444519043
[94]: [Cumulative]: Semantic Similarity: 0.188,	 cache time: 1.292479665655839e-06,	 generate time: 0.18946957839162726
[95]: Semantic Similarity: 0.09242,	 cache time: 9.5367431640625e-07,	 generate time: 0.11937880516052246
[95]: [Cumulative]: Semantic Similarity: 0.18701,	 cache time: 1.2889504432678223e-06,	 generate time: 0.1887394661704699
[96]: Semantic Similarity: 0.28614,	 cache time: 7.152557373046875e-07,	 generate time: 0.11995244026184082
[96]: [Cumulative]: Semantic Similarity: 0.18803,	 cache time: 1.2830360648558313e-06,	 generate time: 0.18803032157347374
[97]: Semantic Similarity: 0.21488,	 cache time: 7.152557373046875e-07,	 generate time: 0.11944413185119629
[97]: [Cumulative]: Semantic Similarity: 0.1883,	 cache time: 1.2772423880440847e-06,	 generate time: 0.187330462494675
[98]: Semantic Similarity: 0.14456,	 cache time: 7.152557373046875e-07,	 generate time: 0.12071561813354492
[98]: [Cumulative]: Semantic Similarity: 0.18786,	 cache time: 1.2715657552083333e-06,	 generate time: 0.186657585278906
[99]: Semantic Similarity: 0.21556,	 cache time: 7.152557373046875e-07,	 generate time: 0.1209571361541748
[99]: [Cumulative]: Semantic Similarity: 0.18814,	 cache time: 1.2660026550292968e-06,	 generate time: 0.1860005807876587
[100]: Semantic Similarity: 0.14565,	 cache time: 7.152557373046875e-07,	 generate time: 0.1184842586517334
[100]: [Cumulative]: Semantic Similarity: 0.18772,	 cache time: 1.2605497152498454e-06,	 generate time: 0.18533210235066933
[101]: Semantic Similarity: 1e-05,	 cache time: 7.152557373046875e-07,	 generate time: 0.12067580223083496
[101]: [Cumulative]: Semantic Similarity: 0.18588,	 cache time: 1.255203695858226e-06,	 generate time: 0.18469821705537684
[102]: Semantic Similarity: 0.08353,	 cache time: 7.152557373046875e-07,	 generate time: 0.12098288536071777
[102]: [Cumulative]: Semantic Similarity: 0.18488,	 cache time: 1.249961482668386e-06,	 generate time: 0.18407962160203065
[103]: Semantic Similarity: 0.39314,	 cache time: 9.5367431640625e-07,	 generate time: 0.12153911590576172
[103]: [Cumulative]: Semantic Similarity: 0.18688,	 cache time: 1.247112567608173e-06,	 generate time: 0.18347827058572036
[104]: Semantic Similarity: 0.15725,	 cache time: 4.76837158203125e-07,	 generate time: 0.12072968482971191
[104]: [Cumulative]: Semantic Similarity: 0.1866,	 cache time: 1.239776611328125e-06,	 generate time: 0.18288066500709171
[105]: Semantic Similarity: 0.08105,	 cache time: 9.5367431640625e-07,	 generate time: 0.12108135223388672
[105]: [Cumulative]: Semantic Similarity: 0.18561,	 cache time: 1.2370775330741451e-06,	 generate time: 0.18229765262243883
[106]: Semantic Similarity: 0.21572,	 cache time: 9.5367431640625e-07,	 generate time: 0.12076449394226074
[106]: [Cumulative]: Semantic Similarity: 0.18589,	 cache time: 1.2344289048809871e-06,	 generate time: 0.18172257637309136
[107]: Semantic Similarity: 0.66367,	 cache time: 9.5367431640625e-07,	 generate time: 0.11994075775146484
[107]: [Cumulative]: Semantic Similarity: 0.19031,	 cache time: 1.231829325358073e-06,	 generate time: 0.1811505224969652
[108]: Semantic Similarity: 0.10564,	 cache time: 7.152557373046875e-07,	 generate time: 0.12076640129089355
[108]: [Cumulative]: Semantic Similarity: 0.18953,	 cache time: 1.2270901181282253e-06,	 generate time: 0.18059653973360673
[109]: Semantic Similarity: 0.23385,	 cache time: 9.5367431640625e-07,	 generate time: 0.1228184700012207
[109]: [Cumulative]: Semantic Similarity: 0.18994,	 cache time: 1.224604519930753e-06,	 generate time: 0.18007128455422142
[110]: Semantic Similarity: 0.12118,	 cache time: 1.430511474609375e-06,	 generate time: 0.1192941665649414
[110]: [Cumulative]: Semantic Similarity: 0.18932,	 cache time: 1.2264595375404702e-06,	 generate time: 0.17952374295071438
[111]: Semantic Similarity: 0.24754,	 cache time: 9.5367431640625e-07,	 generate time: 0.11933255195617676
[111]: [Cumulative]: Semantic Similarity: 0.18984,	 cache time: 1.2240239552089146e-06,	 generate time: 0.17898632160254888
[112]: Semantic Similarity: 0.14813,	 cache time: 7.152557373046875e-07,	 generate time: 0.11939120292663574
[112]: [Cumulative]: Semantic Similarity: 0.18947,	 cache time: 1.2195215815991428e-06,	 generate time: 0.17845893117178857
[113]: Semantic Similarity: 0.28618,	 cache time: 9.5367431640625e-07,	 generate time: 0.11988472938537598
[113]: [Cumulative]: Semantic Similarity: 0.19032,	 cache time: 1.2171895880448192e-06,	 generate time: 0.17794512238418847
[114]: Semantic Similarity: 0.27233,	 cache time: 7.152557373046875e-07,	 generate time: 0.11959218978881836
[114]: [Cumulative]: Semantic Similarity: 0.19103,	 cache time: 1.2128249458644702e-06,	 generate time: 0.17743770557901134
[115]: Semantic Similarity: 0.18693,	 cache time: 9.5367431640625e-07,	 generate time: 0.12077212333679199
[115]: [Cumulative]: Semantic Similarity: 0.191,	 cache time: 1.2105908887139682e-06,	 generate time: 0.17694920918037152
[116]: Semantic Similarity: 0.4015,	 cache time: 7.152557373046875e-07,	 generate time: 1.3910648822784424
[116]: [Cumulative]: Semantic Similarity: 0.19279,	 cache time: 1.2063572549412393e-06,	 generate time: 0.18732626621539777
[117]: Semantic Similarity: 0.16547,	 cache time: 7.152557373046875e-07,	 generate time: 0.1197214126586914
[117]: [Cumulative]: Semantic Similarity: 0.19256,	 cache time: 1.202195377673133e-06,	 generate time: 0.18675334372762906
[118]: Semantic Similarity: 0.27274,	 cache time: 4.76837158203125e-07,	 generate time: 0.12058901786804199
[118]: [Cumulative]: Semantic Similarity: 0.19324,	 cache time: 1.1960999304506959e-06,	 generate time: 0.1861973409893132
[119]: Semantic Similarity: 0.25243,	 cache time: 9.5367431640625e-07,	 generate time: 0.4351997375488281
[119]: [Cumulative]: Semantic Similarity: 0.19373,	 cache time: 1.1940797170003256e-06,	 generate time: 0.1882723609606425
[120]: Semantic Similarity: 0.20687,	 cache time: 7.152557373046875e-07,	 generate time: 0.12034749984741211
[120]: [Cumulative]: Semantic Similarity: 0.19384,	 cache time: 1.1901224940276344e-06,	 generate time: 0.1877109984721034
