KVcache prepared in 16.187079429626465 seconds
[0]: Semantic Similarity: 0.24778,	 cache time: 9.5367431640625e-07,	 generate time: 0.27400684356689453
[31]: Semantic Similarity: 0.24507,	 cache time: 9.5367431640625e-07,	 generate time: 0.11795902252197266
[31]: [Cumulative]: Semantic Similarity: 0.18902,	 cache time: 9.015202522277832e-07,	 generate time: 0.12460428476333618
[32]: Semantic Similarity: 0.30672,	 cache time: 9.5367431640625e-07,	 generate time: 0.11882543563842773
[32]: [Cumulative]: Semantic Similarity: 0.19259,	 cache time: 9.031006784150095e-07,	 generate time: 0.12442916812318744
[33]: Semantic Similarity: 0.08135,	 cache time: 9.5367431640625e-07,	 generate time: 0.11919879913330078
[33]: [Cumulative]: Semantic Similarity: 0.18932,	 cache time: 9.045881383559283e-07,	 generate time: 0.12427533374113195
[34]: Semantic Similarity: 0.17124,	 cache time: 7.152557373046875e-07,	 generate time: 0.11843752861022949
[34]: [Cumulative]: Semantic Similarity: 0.1888,	 cache time: 8.991786411830357e-07,	 generate time: 0.12410853930882045
[35]: Semantic Similarity: 0.10696,	 cache time: 1.1920928955078125e-06,	 generate time: 0.1190030574798584
[35]: [Cumulative]: Semantic Similarity: 0.18653,	 cache time: 9.073151482476128e-07,	 generate time: 0.12396672036912706
[36]: Semantic Similarity: 0.22818,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12079691886901855
[36]: [Cumulative]: Semantic Similarity: 0.18765,	 cache time: 9.150118441195101e-07,	 generate time: 0.12388105005831332
[37]: Semantic Similarity: 0.0564,	 cache time: 9.5367431640625e-07,	 generate time: 0.11624360084533691
[37]: [Cumulative]: Semantic Similarity: 0.1842,	 cache time: 9.160292776007401e-07,	 generate time: 0.12368006455270868
[38]: Semantic Similarity: 0.05363,	 cache time: 9.5367431640625e-07,	 generate time: 0.11854887008666992
[38]: [Cumulative]: Semantic Similarity: 0.18085,	 cache time: 9.169945350060096e-07,	 generate time: 0.12354849546383588
[39]: Semantic Similarity: 0.19713,	 cache time: 9.5367431640625e-07,	 generate time: 0.11897921562194824
[39]: [Cumulative]: Semantic Similarity: 0.18126,	 cache time: 9.179115295410156e-07,	 generate time: 0.1234342634677887
[40]: Semantic Similarity: 0.1979,	 cache time: 9.5367431640625e-07,	 generate time: 0.11939430236816406
[40]: [Cumulative]: Semantic Similarity: 0.18166,	 cache time: 9.187837926352896e-07,	 generate time: 0.12333572783121248
[41]: Semantic Similarity: 0.20041,	 cache time: 4.76837158203125e-07,	 generate time: 0.11721348762512207
[41]: [Cumulative]: Semantic Similarity: 0.18211,	 cache time: 9.08261253720238e-07,	 generate time: 0.12318996020725795
[42]: Semantic Similarity: 0.11205,	 cache time: 9.5367431640625e-07,	 generate time: 0.11769890785217285
[42]: [Cumulative]: Semantic Similarity: 0.18048,	 cache time: 9.093173714571221e-07,	 generate time: 0.12306226131527923
[43]: Semantic Similarity: 0.18523,	 cache time: 9.5367431640625e-07,	 generate time: 3.5237159729003906
[43]: [Cumulative]: Semantic Similarity: 0.18059,	 cache time: 9.103254838423296e-07,	 generate time: 0.2003498456694863
[44]: Semantic Similarity: 0.19045,	 cache time: 1.430511474609375e-06,	 generate time: 0.21328997611999512
[44]: [Cumulative]: Semantic Similarity: 0.18081,	 cache time: 9.218851725260417e-07,	 generate time: 0.20063740412394207
[45]: Semantic Similarity: 0.20417,	 cache time: 7.152557373046875e-07,	 generate time: 0.14528703689575195
[45]: [Cumulative]: Semantic Similarity: 0.18131,	 cache time: 9.173932282820992e-07,	 generate time: 0.1994341352711553
[46]: Semantic Similarity: 0.26129,	 cache time: 7.152557373046875e-07,	 generate time: 0.11975741386413574
[46]: [Cumulative]: Semantic Similarity: 0.18302,	 cache time: 9.130924306017288e-07,	 generate time: 0.1977388858795166
[47]: Semantic Similarity: 0.12406,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11877322196960449
[47]: [Cumulative]: Semantic Similarity: 0.18179,	 cache time: 9.189049402872721e-07,	 generate time: 0.19609376788139343
[48]: Semantic Similarity: 0.17592,	 cache time: 9.5367431640625e-07,	 generate time: 0.12030434608459473
[48]: [Cumulative]: Semantic Similarity: 0.18167,	 cache time: 9.196145193917411e-07,	 generate time: 0.1945470449875812
[49]: Semantic Similarity: 0.15771,	 cache time: 7.152557373046875e-07,	 generate time: 0.11818695068359375
[49]: [Cumulative]: Semantic Similarity: 0.18119,	 cache time: 9.1552734375e-07,	 generate time: 0.19301984310150147
[50]: Semantic Similarity: 0.17237,	 cache time: 9.5367431640625e-07,	 generate time: 0.11863446235656738
[50]: [Cumulative]: Semantic Similarity: 0.18102,	 cache time: 9.162753236060049e-07,	 generate time: 0.19156130622414982
[51]: Semantic Similarity: 0.23823,	 cache time: 7.152557373046875e-07,	 generate time: 0.11990547180175781
[51]: [Cumulative]: Semantic Similarity: 0.18212,	 cache time: 9.124095623309796e-07,	 generate time: 0.19018330940833458
[52]: Semantic Similarity: 0.06801,	 cache time: 9.5367431640625e-07,	 generate time: 0.1229405403137207
[52]: [Cumulative]: Semantic Similarity: 0.17996,	 cache time: 9.131881425965507e-07,	 generate time: 0.18891457791598337
[53]: Semantic Similarity: 0.22509,	 cache time: 7.152557373046875e-07,	 generate time: 0.11922049522399902
[53]: [Cumulative]: Semantic Similarity: 0.1808,	 cache time: 9.095227276837384e-07,	 generate time: 0.1876239467550207
[54]: Semantic Similarity: 0.1772,	 cache time: 9.5367431640625e-07,	 generate time: 0.11886715888977051
[54]: [Cumulative]: Semantic Similarity: 0.18073,	 cache time: 9.103254838423296e-07,	 generate time: 0.1863738233392889
[55]: Semantic Similarity: 0.34639,	 cache time: 9.5367431640625e-07,	 generate time: 0.11856532096862793
[55]: [Cumulative]: Semantic Similarity: 0.18369,	 cache time: 9.110995701381139e-07,	 generate time: 0.1851629572255271
[56]: Semantic Similarity: 0.24009,	 cache time: 9.5367431640625e-07,	 generate time: 0.1177525520324707
[56]: [Cumulative]: Semantic Similarity: 0.18468,	 cache time: 9.11846495511239e-07,	 generate time: 0.1839803185379296
[57]: Semantic Similarity: 0.0568,	 cache time: 9.5367431640625e-07,	 generate time: 0.11937403678894043
[57]: [Cumulative]: Semantic Similarity: 0.18248,	 cache time: 9.125676648370151e-07,	 generate time: 0.18286641712846427
[58]: Semantic Similarity: 0.22588,	 cache time: 7.152557373046875e-07,	 generate time: 0.1177072525024414
[58]: [Cumulative]: Semantic Similarity: 0.18321,	 cache time: 9.092233948788401e-07,	 generate time: 0.18176202450768422
[59]: Semantic Similarity: 0.32207,	 cache time: 7.152557373046875e-07,	 generate time: 0.11960625648498535
[59]: [Cumulative]: Semantic Similarity: 0.18553,	 cache time: 9.059906005859375e-07,	 generate time: 0.18072609504063925
[60]: Semantic Similarity: 0.30462,	 cache time: 7.152557373046875e-07,	 generate time: 0.11900734901428223
[60]: [Cumulative]: Semantic Similarity: 0.18748,	 cache time: 9.0286379954854e-07,	 generate time: 0.17971431231889567
[61]: Semantic Similarity: 0.22283,	 cache time: 7.152557373046875e-07,	 generate time: 0.11913013458251953
[61]: [Cumulative]: Semantic Similarity: 0.18805,	 cache time: 8.998378630607359e-07,	 generate time: 0.17873714816185735
[62]: Semantic Similarity: 0.19428,	 cache time: 7.152557373046875e-07,	 generate time: 0.11954355239868164
[62]: [Cumulative]: Semantic Similarity: 0.18815,	 cache time: 8.969079880487351e-07,	 generate time: 0.17779756727672757
[63]: Semantic Similarity: 0.18228,	 cache time: 9.5367431640625e-07,	 generate time: 0.11959671974182129
[63]: [Cumulative]: Semantic Similarity: 0.18806,	 cache time: 8.977949619293213e-07,	 generate time: 0.17688817903399467
[64]: Semantic Similarity: 0.18096,	 cache time: 9.5367431640625e-07,	 generate time: 0.11930418014526367
[64]: [Cumulative]: Semantic Similarity: 0.18795,	 cache time: 8.986546443058894e-07,	 generate time: 0.17600227135878344
[65]: Semantic Similarity: 0.03857,	 cache time: 9.5367431640625e-07,	 generate time: 2.615971565246582
[65]: [Cumulative]: Semantic Similarity: 0.18568,	 cache time: 8.994882757013495e-07,	 generate time: 0.21297150308435614
[66]: Semantic Similarity: 0.03396,	 cache time: 9.5367431640625e-07,	 generate time: 0.1188206672668457
[66]: [Cumulative]: Semantic Similarity: 0.18342,	 cache time: 9.00297022577542e-07,	 generate time: 0.2115662667288709
[67]: Semantic Similarity: 0.10356,	 cache time: 9.5367431640625e-07,	 generate time: 0.12175512313842773
[67]: [Cumulative]: Semantic Similarity: 0.18225,	 cache time: 9.010819827809053e-07,	 generate time: 0.21024551461724675
[68]: Semantic Similarity: 0.16146,	 cache time: 7.152557373046875e-07,	 generate time: 0.11963534355163574
[68]: [Cumulative]: Semantic Similarity: 0.18194,	 cache time: 8.983888487884963e-07,	 generate time: 0.20893232373223788
[69]: Semantic Similarity: 1.0,	 cache time: 9.5367431640625e-07,	 generate time: 0.6383368968963623
[69]: [Cumulative]: Semantic Similarity: 0.19363,	 cache time: 8.991786411830357e-07,	 generate time: 0.21506667477743965
[70]: Semantic Similarity: 0.14386,	 cache time: 1.1682510375976562e-05,	 generate time: 0.11897420883178711
[70]: [Cumulative]: Semantic Similarity: 0.19293,	 cache time: 1.051056552940691e-06,	 generate time: 0.21371325976412062
[71]: Semantic Similarity: 0.23707,	 cache time: 7.152557373046875e-07,	 generate time: 0.11948776245117188
[71]: [Cumulative]: Semantic Similarity: 0.19354,	 cache time: 1.0463926527235244e-06,	 generate time: 0.21240457230144077
[72]: Semantic Similarity: 0.15183,	 cache time: 9.5367431640625e-07,	 generate time: 0.12156391143798828
[72]: [Cumulative]: Semantic Similarity: 0.19297,	 cache time: 1.0451225385273972e-06,	 generate time: 0.21116017968687292
[73]: Semantic Similarity: 0.06964,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12016868591308594
[73]: [Cumulative]: Semantic Similarity: 0.1913,	 cache time: 1.047108624432538e-06,	 generate time: 0.2099305649061461
[74]: Semantic Similarity: 0.15854,	 cache time: 1.1920928955078125e-06,	 generate time: 0.1285543441772461
[74]: [Cumulative]: Semantic Similarity: 0.19087,	 cache time: 1.049041748046875e-06,	 generate time: 0.20884554862976074
[75]: Semantic Similarity: 0.2299,	 cache time: 7.152557373046875e-07,	 generate time: 0.11764073371887207
[75]: [Cumulative]: Semantic Similarity: 0.19138,	 cache time: 1.0446498268528989e-06,	 generate time: 0.2076454852756701
[76]: Semantic Similarity: 0.08089,	 cache time: 9.5367431640625e-07,	 generate time: 0.11991500854492188
[76]: [Cumulative]: Semantic Similarity: 0.18995,	 cache time: 1.043468326717228e-06,	 generate time: 0.20650612843501104
[77]: Semantic Similarity: 0.1223,	 cache time: 7.152557373046875e-07,	 generate time: 0.11827301979064941
[77]: [Cumulative]: Semantic Similarity: 0.18908,	 cache time: 1.0392604730068108e-06,	 generate time: 0.2053749347344423
[78]: Semantic Similarity: 0.33222,	 cache time: 7.152557373046875e-07,	 generate time: 0.11881303787231445
[78]: [Cumulative]: Semantic Similarity: 0.19089,	 cache time: 1.0351591472384296e-06,	 generate time: 0.20427921452099765
[79]: Semantic Similarity: 0.09959,	 cache time: 9.5367431640625e-07,	 generate time: 0.12060928344726562
[79]: [Cumulative]: Semantic Similarity: 0.18975,	 cache time: 1.0341405868530274e-06,	 generate time: 0.20323334038257598
[80]: Semantic Similarity: 0.16866,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11868548393249512
[80]: [Cumulative]: Semantic Similarity: 0.18949,	 cache time: 1.0360906153549382e-06,	 generate time: 0.20218953968566142
[81]: Semantic Similarity: 0.12498,	 cache time: 4.76837158203125e-07,	 generate time: 0.11893939971923828
[81]: [Cumulative]: Semantic Similarity: 0.1887,	 cache time: 1.0292704512433309e-06,	 generate time: 0.2011742940763148
[82]: Semantic Similarity: 0.07725,	 cache time: 9.5367431640625e-07,	 generate time: 0.11973452568054199
[82]: [Cumulative]: Semantic Similarity: 0.18736,	 cache time: 1.0283596544380648e-06,	 generate time: 0.20019309204745006
[83]: Semantic Similarity: 0.14146,	 cache time: 7.152557373046875e-07,	 generate time: 0.11904573440551758
[83]: [Cumulative]: Semantic Similarity: 0.18681,	 cache time: 1.0246322268531436e-06,	 generate time: 0.1992270520755223
[84]: Semantic Similarity: 0.38032,	 cache time: 9.5367431640625e-07,	 generate time: 0.1177523136138916
[84]: [Cumulative]: Semantic Similarity: 0.18909,	 cache time: 1.0237974279067095e-06,	 generate time: 0.19826852574067957
[85]: Semantic Similarity: 0.19466,	 cache time: 9.5367431640625e-07,	 generate time: 0.11867022514343262
[85]: [Cumulative]: Semantic Similarity: 0.18915,	 cache time: 1.0229820428892623e-06,	 generate time: 0.19734296410582786
[86]: Semantic Similarity: 0.22592,	 cache time: 7.152557373046875e-07,	 generate time: 0.12486028671264648
[86]: [Cumulative]: Semantic Similarity: 0.18958,	 cache time: 1.0194449589170258e-06,	 generate time: 0.19650982988291774
[87]: Semantic Similarity: 0.16451,	 cache time: 7.152557373046875e-07,	 generate time: 0.119049072265625
[87]: [Cumulative]: Semantic Similarity: 0.18929,	 cache time: 1.0159882632168857e-06,	 generate time: 0.19562959400090305
[88]: Semantic Similarity: 0.20554,	 cache time: 9.5367431640625e-07,	 generate time: 0.11974668502807617
[88]: [Cumulative]: Semantic Similarity: 0.18947,	 cache time: 1.0152881065111483e-06,	 generate time: 0.19477697704615218
[89]: Semantic Similarity: 0.08975,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11844825744628906
[89]: [Cumulative]: Semantic Similarity: 0.18837,	 cache time: 1.0172526041666667e-06,	 generate time: 0.19392888016170926
[90]: Semantic Similarity: 0.25298,	 cache time: 9.5367431640625e-07,	 generate time: 0.11881375312805176
[90]: [Cumulative]: Semantic Similarity: 0.18908,	 cache time: 1.016553941663805e-06,	 generate time: 0.19310343920529544
[91]: Semantic Similarity: 0.29495,	 cache time: 9.5367431640625e-07,	 generate time: 0.12058568000793457
[91]: [Cumulative]: Semantic Similarity: 0.19023,	 cache time: 1.0158704674762229e-06,	 generate time: 0.19231520269228064
[92]: Semantic Similarity: 0.1932,	 cache time: 7.152557373046875e-07,	 generate time: 0.13149595260620117
[92]: [Cumulative]: Semantic Similarity: 0.19026,	 cache time: 1.0126380510227654e-06,	 generate time: 0.19166123226124754
[93]: Semantic Similarity: 0.11757,	 cache time: 9.5367431640625e-07,	 generate time: 0.11782503128051758
[93]: [Cumulative]: Semantic Similarity: 0.18949,	 cache time: 1.0120107772502494e-06,	 generate time: 0.19087574076145253
[94]: Semantic Similarity: 0.04838,	 cache time: 9.5367431640625e-07,	 generate time: 0.1188347339630127
[94]: [Cumulative]: Semantic Similarity: 0.188,	 cache time: 1.0113967092413652e-06,	 generate time: 0.19011741437410054
[95]: Semantic Similarity: 0.09242,	 cache time: 7.152557373046875e-07,	 generate time: 0.11831068992614746
[95]: [Cumulative]: Semantic Similarity: 0.18701,	 cache time: 1.0083119074503581e-06,	 generate time: 0.18936942766110101
[96]: Semantic Similarity: 0.28614,	 cache time: 9.5367431640625e-07,	 generate time: 0.11997532844543457
[96]: [Cumulative]: Semantic Similarity: 0.18803,	 cache time: 1.0077486333158828e-06,	 generate time: 0.18865402457640343
[97]: Semantic Similarity: 0.21488,	 cache time: 7.152557373046875e-07,	 generate time: 0.11914992332458496
[97]: [Cumulative]: Semantic Similarity: 0.1883,	 cache time: 1.0047640119280134e-06,	 generate time: 0.1879447990534257
[98]: Semantic Similarity: 0.14456,	 cache time: 7.152557373046875e-07,	 generate time: 0.11932921409606934
[98]: [Cumulative]: Semantic Similarity: 0.18786,	 cache time: 1.0018396859217173e-06,	 generate time: 0.18725171233668472
[99]: Semantic Similarity: 0.21556,	 cache time: 7.152557373046875e-07,	 generate time: 0.12079572677612305
[99]: [Cumulative]: Semantic Similarity: 0.18814,	 cache time: 9.98973846435547e-07,	 generate time: 0.1865871524810791

Result for ./result_kvcache.txt
Prepare time: 16.187079429626465
Average Semantic Similarity: 0.18813649516552686
cache time: 9.98973846435547e-07,	 generate time: 0.1865871524810791
