KVcache prepared in 21.222987413406372 seconds
[0]: Semantic Similarity: 0.11478,	 cache time: 9.5367431640625e-07,	 generate time: 0.8863136768341064
[17]: [Cumulative]: Semantic Similarity: 0.23843,	 cache time: 1.2715657552083333e-06,	 generate time: 0.6932323773701986
[18]: Semantic Similarity: 0.70261,	 cache time: 1.6689300537109375e-06,	 generate time: 0.7228896617889404
[18]: [Cumulative]: Semantic Similarity: 0.26286,	 cache time: 1.292479665655839e-06,	 generate time: 0.6947932870764482
[19]: Semantic Similarity: 0.15747,	 cache time: 7.152557373046875e-07,	 generate time: 0.14010071754455566
[19]: [Cumulative]: Semantic Similarity: 0.25759,	 cache time: 1.2636184692382812e-06,	 generate time: 0.6670586585998535
[20]: Semantic Similarity: 0.12783,	 cache time: 4.76837158203125e-07,	 generate time: 0.1423816680908203
[20]: [Cumulative]: Semantic Similarity: 0.25141,	 cache time: 1.2261526925223215e-06,	 generate time: 0.6420740400041852
[21]: Semantic Similarity: 0.4888,	 cache time: 7.152557373046875e-07,	 generate time: 0.6303114891052246
[21]: [Cumulative]: Semantic Similarity: 0.2622,	 cache time: 1.2029301036487927e-06,	 generate time: 0.641539378599687
[22]: Semantic Similarity: 0.17962,	 cache time: 7.152557373046875e-07,	 generate time: 0.6377029418945312
[22]: [Cumulative]: Semantic Similarity: 0.25861,	 cache time: 1.1817268703294836e-06,	 generate time: 0.6413725770038107
[23]: Semantic Similarity: 0.08569,	 cache time: 7.152557373046875e-07,	 generate time: 0.1766068935394287
[23]: [Cumulative]: Semantic Similarity: 0.25141,	 cache time: 1.1622905731201172e-06,	 generate time: 0.6220073401927948
[24]: Semantic Similarity: 0.20242,	 cache time: 7.152557373046875e-07,	 generate time: 0.14646220207214355
[24]: [Cumulative]: Semantic Similarity: 0.24945,	 cache time: 1.1444091796875e-06,	 generate time: 0.6029855346679688
[25]: Semantic Similarity: 0.20156,	 cache time: 9.5367431640625e-07,	 generate time: 0.1420118808746338
[25]: [Cumulative]: Semantic Similarity: 0.24761,	 cache time: 1.137073223407452e-06,	 generate time: 0.5852557787528405
[26]: Semantic Similarity: 0.20464,	 cache time: 7.152557373046875e-07,	 generate time: 0.1462264060974121
[26]: [Cumulative]: Semantic Similarity: 0.24601,	 cache time: 1.1214503535517939e-06,	 generate time: 0.5689954316174543
[27]: Semantic Similarity: 0.08439,	 cache time: 9.5367431640625e-07,	 generate time: 0.14199042320251465
[27]: [Cumulative]: Semantic Similarity: 0.24024,	 cache time: 1.1154583522251675e-06,	 generate time: 0.5537452527454921
[28]: Semantic Similarity: 0.48657,	 cache time: 7.152557373046875e-07,	 generate time: 0.1418156623840332
[28]: [Cumulative]: Semantic Similarity: 0.24874,	 cache time: 1.1016582620554957e-06,	 generate time: 0.5395407841123384
[29]: Semantic Similarity: 0.13783,	 cache time: 7.152557373046875e-07,	 generate time: 0.1441490650177002
[29]: [Cumulative]: Semantic Similarity: 0.24504,	 cache time: 1.0887781778971354e-06,	 generate time: 0.526361060142517

Result for ./result_kvcache.txt
Prepare time: 21.222987413406372
Average Semantic Similarity: 0.24503904630740483
cache time: 1.0887781778971354e-06,	 generate time: 0.526361060142517
