Retriever BM25 prepared in 0.3648359775543213 seconds
[0]: Semantic Similarity: 0.30609,	 retrieve time: 0.23074579238891602,	 generate time: 9.779753684997559
[48]: Semantic Similarity: 0.51342,	 retrieve time: 0.0035276412963867188,	 generate time: 0.41890954971313477
[48]: [Cumulative]: Semantic Similarity: 0.3153,	 retrieve time: 0.008122035435267858,	 generate time: 3.2625304679481353
[49]: Semantic Similarity: 0.27017,	 retrieve time: 0.0029463768005371094,	 generate time: 0.3118610382080078
[49]: [Cumulative]: Semantic Similarity: 0.3144,	 retrieve time: 0.008018522262573243,	 generate time: 3.2035170793533325
[50]: Semantic Similarity: 0.33254,	 retrieve time: 0.0028350353240966797,	 generate time: 0.8910322189331055
[50]: [Cumulative]: Semantic Similarity: 0.31475,	 retrieve time: 0.007916885263779583,	 generate time: 3.158174238952936
[51]: Semantic Similarity: 0.44801,	 retrieve time: 0.0049664974212646484,	 generate time: 0.8791542053222656
[51]: [Cumulative]: Semantic Similarity: 0.31732,	 retrieve time: 0.007860147036038913,	 generate time: 3.1143469306138845
[52]: Semantic Similarity: 0.15591,	 retrieve time: 0.0035979747772216797,	 generate time: 0.5624239444732666
[52]: [Cumulative]: Semantic Similarity: 0.31427,	 retrieve time: 0.007779728691532927,	 generate time: 3.0661974403093444
[53]: Semantic Similarity: 0.38662,	 retrieve time: 0.0045244693756103516,	 generate time: 1.7931201457977295
[53]: [Cumulative]: Semantic Similarity: 0.31561,	 retrieve time: 0.007719446111608435,	 generate time: 3.042621934855426
[54]: Semantic Similarity: 0.21557,	 retrieve time: 0.004518747329711914,	 generate time: 0.31036901473999023
[54]: [Cumulative]: Semantic Similarity: 0.31379,	 retrieve time: 0.0076612515883012254,	 generate time: 2.992944609035145
[55]: Semantic Similarity: 0.61132,	 retrieve time: 0.0038187503814697266,	 generate time: 1.8140370845794678
[55]: [Cumulative]: Semantic Similarity: 0.3191,	 retrieve time: 0.007592635495322091,	 generate time: 2.9718926889555797
[56]: Semantic Similarity: 0.43231,	 retrieve time: 0.0032968521118164062,	 generate time: 7.064443111419678
[56]: [Cumulative]: Semantic Similarity: 0.32109,	 retrieve time: 0.007517270874558834,	 generate time: 3.043691819174248
[57]: Semantic Similarity: 0.33464,	 retrieve time: 0.0033788681030273438,	 generate time: 1.0317940711975098
[57]: [Cumulative]: Semantic Similarity: 0.32132,	 retrieve time: 0.007445919102635877,	 generate time: 3.009003926967752
[58]: Semantic Similarity: 0.22161,	 retrieve time: 0.0031952857971191406,	 generate time: 0.33824801445007324
[58]: [Cumulative]: Semantic Similarity: 0.31963,	 retrieve time: 0.007373874470338983,	 generate time: 2.963736877603046
[59]: Semantic Similarity: 0.51927,	 retrieve time: 0.0034444332122802734,	 generate time: 9.32529354095459
[59]: [Cumulative]: Semantic Similarity: 0.32296,	 retrieve time: 0.007308383782704671,	 generate time: 3.069762821992238
[60]: Semantic Similarity: 0.3206,	 retrieve time: 0.0028963088989257812,	 generate time: 9.364037275314331
[60]: [Cumulative]: Semantic Similarity: 0.32292,	 retrieve time: 0.007236054686249279,	 generate time: 3.172947649095879
[61]: Semantic Similarity: 0.17566,	 retrieve time: 0.003087282180786133,	 generate time: 1.3153972625732422
[61]: [Cumulative]: Semantic Similarity: 0.32055,	 retrieve time: 0.007169139000677293,	 generate time: 3.1429871589906755
[62]: Semantic Similarity: 0.21833,	 retrieve time: 0.0027320384979248047,	 generate time: 1.3436048030853271
[62]: [Cumulative]: Semantic Similarity: 0.31893,	 retrieve time: 0.007098708833966937,	 generate time: 3.114425534293765
[63]: Semantic Similarity: 0.06525,	 retrieve time: 0.0031309127807617188,	 generate time: 1.0792770385742188
[63]: [Cumulative]: Semantic Similarity: 0.31496,	 retrieve time: 0.007036712020635605,	 generate time: 3.082626339048147
[64]: Semantic Similarity: 0.53484,	 retrieve time: 0.003050088882446289,	 generate time: 2.3735618591308594
[64]: [Cumulative]: Semantic Similarity: 0.31834,	 retrieve time: 0.0069753793569711535,	 generate time: 3.0717176547417275
[65]: Semantic Similarity: 0.14329,	 retrieve time: 0.0031175613403320312,	 generate time: 0.9545998573303223
[65]: [Cumulative]: Semantic Similarity: 0.31569,	 retrieve time: 0.006916927568840258,	 generate time: 3.039640112356706
[66]: Semantic Similarity: 0.2573,	 retrieve time: 0.0036149024963378906,	 generate time: 0.5926663875579834
[66]: [Cumulative]: Semantic Similarity: 0.31482,	 retrieve time: 0.006867643612534252,	 generate time: 3.003118116464188
[67]: Semantic Similarity: 0.34612,	 retrieve time: 0.0033025741577148438,	 generate time: 9.374167203903198
[67]: [Cumulative]: Semantic Similarity: 0.31528,	 retrieve time: 0.0068152161205516145,	 generate time: 3.096810014808879
[68]: Semantic Similarity: 0.42859,	 retrieve time: 0.0033915042877197266,	 generate time: 9.368078470230103
[68]: [Cumulative]: Semantic Similarity: 0.31692,	 retrieve time: 0.0067655971084815865,	 generate time: 3.1876979634381724
[69]: Semantic Similarity: 0.66281,	 retrieve time: 0.0030651092529296875,	 generate time: 0.6541101932525635
[69]: [Cumulative]: Semantic Similarity: 0.32186,	 retrieve time: 0.006712732996259417,	 generate time: 3.151503852435521
[70]: Semantic Similarity: 0.37445,	 retrieve time: 0.003326892852783203,	 generate time: 1.345538854598999
[70]: [Cumulative]: Semantic Similarity: 0.3226,	 retrieve time: 0.006665045106914682,	 generate time: 3.126067725705429
[71]: Semantic Similarity: 0.27121,	 retrieve time: 0.0032243728637695312,	 generate time: 0.38868260383605957
[71]: [Cumulative]: Semantic Similarity: 0.32189,	 retrieve time: 0.006617257992426555,	 generate time: 3.0880484879016876
[72]: Semantic Similarity: 0.17243,	 retrieve time: 0.0057947635650634766,	 generate time: 0.946253776550293
[72]: [Cumulative]: Semantic Similarity: 0.31984,	 retrieve time: 0.006605990945476375,	 generate time: 3.0587088343215316
[73]: Semantic Similarity: 0.18879,	 retrieve time: 0.0028324127197265625,	 generate time: 1.5887396335601807
[73]: [Cumulative]: Semantic Similarity: 0.31807,	 retrieve time: 0.006554996645128405,	 generate time: 3.0388443856625944
[74]: Semantic Similarity: 0.26559,	 retrieve time: 0.0032532215118408203,	 generate time: 0.25385379791259766
[74]: [Cumulative]: Semantic Similarity: 0.31737,	 retrieve time: 0.00651097297668457,	 generate time: 3.0017111778259276
[75]: Semantic Similarity: 0.01764,	 retrieve time: 0.0030336380004882812,	 generate time: 0.4436483383178711
[75]: [Cumulative]: Semantic Similarity: 0.31343,	 retrieve time: 0.00646521856910304,	 generate time: 2.9680524562534534
[76]: Semantic Similarity: 0.2024,	 retrieve time: 0.0026319026947021484,	 generate time: 0.8625941276550293
[76]: [Cumulative]: Semantic Similarity: 0.31199,	 retrieve time: 0.006415435246058873,	 generate time: 2.9407088415963307
[77]: Semantic Similarity: -0.01153,	 retrieve time: 0.0030815601348876953,	 generate time: 0.43373775482177734
[77]: [Cumulative]: Semantic Similarity: 0.30784,	 retrieve time: 0.006372693257454114,	 generate time: 2.908568186637683
[78]: Semantic Similarity: 0.22785,	 retrieve time: 0.0032515525817871094,	 generate time: 0.4160184860229492
[78]: [Cumulative]: Semantic Similarity: 0.30683,	 retrieve time: 0.006333185147635544,	 generate time: 2.8770169246045847
[79]: Semantic Similarity: 0.3346,	 retrieve time: 0.003297567367553711,	 generate time: 2.057753562927246
[79]: [Cumulative]: Semantic Similarity: 0.30717,	 retrieve time: 0.006295239925384522,	 generate time: 2.866776132583618

Result for ./rag_results.txt
Prepare time: 0.3648359775543213
Average Semantic Similarity: 0.30717381347203626
retrieve time: 0.006295239925384522,	 generate time: 2.866776132583618
