Retriever BM25 prepared in 0.3627128601074219 seconds
[0]: Semantic Similarity: 0.53459,	 retrieve time: 0.22793030738830566,	 generate time: 5.092419147491455
[58]: [Cumulative]: Semantic Similarity: 0.28942,	 retrieve time: 0.007058717436709647,	 generate time: 1.9241035469507768
[59]: Semantic Similarity: 0.48228,	 retrieve time: 0.002838134765625,	 generate time: 8.255081415176392
[59]: [Cumulative]: Semantic Similarity: 0.29264,	 retrieve time: 0.006988374392191569,	 generate time: 2.029619844754537
[60]: Semantic Similarity: 0.52608,	 retrieve time: 0.0028562545776367188,	 generate time: 0.8218576908111572
[60]: [Cumulative]: Semantic Similarity: 0.29646,	 retrieve time: 0.006920634723100506,	 generate time: 2.0098204651816944
[61]: Semantic Similarity: 0.06522,	 retrieve time: 0.0029230117797851562,	 generate time: 0.9391307830810547
[61]: [Cumulative]: Semantic Similarity: 0.29273,	 retrieve time: 0.006856156933692193,	 generate time: 1.9925512767607165
[62]: Semantic Similarity: 0.21833,	 retrieve time: 0.0031054019927978516,	 generate time: 1.5946106910705566
[62]: [Cumulative]: Semantic Similarity: 0.29155,	 retrieve time: 0.006796621140979585,	 generate time: 1.9862347595275394
[63]: Semantic Similarity: 0.06525,	 retrieve time: 0.0034525394439697266,	 generate time: 1.4103195667266846
[63]: [Cumulative]: Semantic Similarity: 0.28802,	 retrieve time: 0.006744369864463806,	 generate time: 1.977236084640026
[64]: Semantic Similarity: 0.07811,	 retrieve time: 0.0030040740966796875,	 generate time: 8.26185655593872
[64]: [Cumulative]: Semantic Similarity: 0.28479,	 retrieve time: 0.0066868268526517425,	 generate time: 2.0739225534292367
[65]: Semantic Similarity: 0.14329,	 retrieve time: 0.003360748291015625,	 generate time: 0.8464274406433105
[65]: [Cumulative]: Semantic Similarity: 0.28264,	 retrieve time: 0.006636431722929983,	 generate time: 2.05532414262945
[66]: Semantic Similarity: 0.72006,	 retrieve time: 0.0028617382049560547,	 generate time: 0.86409592628479
[66]: [Cumulative]: Semantic Similarity: 0.28917,	 retrieve time: 0.006580093013706492,	 generate time: 2.0375446170123657
[67]: Semantic Similarity: 0.33588,	 retrieve time: 0.003932952880859375,	 generate time: 1.7315666675567627
[67]: [Cumulative]: Semantic Similarity: 0.28986,	 retrieve time: 0.006541164482341093,	 generate time: 2.0330449412850773
[68]: Semantic Similarity: 0.54014,	 retrieve time: 0.004210233688354492,	 generate time: 8.689029932022095
[68]: [Cumulative]: Semantic Similarity: 0.29349,	 retrieve time: 0.006507382876631143,	 generate time: 2.1295084918754688
[69]: Semantic Similarity: 0.71102,	 retrieve time: 0.0030295848846435547,	 generate time: 0.6102151870727539
[69]: [Cumulative]: Semantic Similarity: 0.29945,	 retrieve time: 0.006457700048174177,	 generate time: 2.1078043018068584
[70]: Semantic Similarity: 0.56347,	 retrieve time: 0.003155946731567383,	 generate time: 0.9066028594970703
[70]: [Cumulative]: Semantic Similarity: 0.30317,	 retrieve time: 0.0064111964803346445,	 generate time: 2.0908859716334813
[71]: Semantic Similarity: 0.27121,	 retrieve time: 0.002880573272705078,	 generate time: 0.3006274700164795
[71]: [Cumulative]: Semantic Similarity: 0.30273,	 retrieve time: 0.006362160046895345,	 generate time: 2.066021270222134
[72]: Semantic Similarity: 0.06765,	 retrieve time: 0.0038254261016845703,	 generate time: 0.8583979606628418
[72]: [Cumulative]: Semantic Similarity: 0.29951,	 retrieve time: 0.006327410266823964,	 generate time: 2.049478485159678
[73]: Semantic Similarity: 0.18591,	 retrieve time: 0.0035734176635742188,	 generate time: 1.1001911163330078
[73]: [Cumulative]: Semantic Similarity: 0.29797,	 retrieve time: 0.006290194150563833,	 generate time: 2.0366502774728312
[74]: Semantic Similarity: 0.27298,	 retrieve time: 0.003465414047241211,	 generate time: 0.4045684337615967
[74]: [Cumulative]: Semantic Similarity: 0.29764,	 retrieve time: 0.006252530415852864,	 generate time: 2.014889186223348
[75]: Semantic Similarity: 0.02537,	 retrieve time: 0.0033690929412841797,	 generate time: 0.5381772518157959
[75]: [Cumulative]: Semantic Similarity: 0.29406,	 retrieve time: 0.006214590449082224,	 generate time: 1.995458766033775
[76]: Semantic Similarity: 0.1587,	 retrieve time: 0.003536701202392578,	 generate time: 0.4162008762359619
[76]: [Cumulative]: Semantic Similarity: 0.2923,	 retrieve time: 0.006179812666657683,	 generate time: 1.974948923309128
[77]: Semantic Similarity: -0.01153,	 retrieve time: 0.003834247589111328,	 generate time: 0.48837971687316895
[77]: [Cumulative]: Semantic Similarity: 0.2884,	 retrieve time: 0.006149741319509653,	 generate time: 1.9558903437394362
[78]: Semantic Similarity: 0.55766,	 retrieve time: 0.0035445690155029297,	 generate time: 1.0255212783813477
[78]: [Cumulative]: Semantic Similarity: 0.29181,	 retrieve time: 0.006116764454901973,	 generate time: 1.9441135201273085
[79]: Semantic Similarity: 0.44853,	 retrieve time: 0.002836465835571289,	 generate time: 2.5231173038482666
[79]: [Cumulative]: Semantic Similarity: 0.29377,	 retrieve time: 0.00607576072216034,	 generate time: 1.9513510674238206

Result for ./rag_results.txt
Prepare time: 0.3627128601074219
Average Semantic Similarity: 0.29376935653854164
retrieve time: 0.00607576072216034,	 generate time: 1.9513510674238206
