Retriever BM25 prepared in 2.2929654121398926 seconds
[0]: Semantic Similarity: 0.0686,	 retrieve time: 0.09214901924133301,	 generate time: 0.5978109836578369
[43]: Semantic Similarity: 0.52135,	 retrieve time: 0.006031036376953125,	 generate time: 0.18590974807739258
[43]: [Cumulative]: Semantic Similarity: 0.39258,	 retrieve time: 0.005445854230360551,	 generate time: 0.4583725062283603
[44]: Semantic Similarity: 0.4957,	 retrieve time: 0.0033791065216064453,	 generate time: 0.9891412258148193
[44]: [Cumulative]: Semantic Similarity: 0.39487,	 retrieve time: 0.005399926503499349,	 generate time: 0.4701673666636149
[45]: Semantic Similarity: 0.16062,	 retrieve time: 0.003996372222900391,	 generate time: 0.16350626945495605
[45]: [Cumulative]: Semantic Similarity: 0.38978,	 retrieve time: 0.005369414453921111,	 generate time: 0.4635008210721223
[46]: Semantic Similarity: 0.07069,	 retrieve time: 0.003273487091064453,	 generate time: 0.16405034065246582
[46]: [Cumulative]: Semantic Similarity: 0.38299,	 retrieve time: 0.005324820254711394,	 generate time: 0.45712953425468283
[47]: Semantic Similarity: 0.76371,	 retrieve time: 0.003281831741333008,	 generate time: 0.29603028297424316
[47]: [Cumulative]: Semantic Similarity: 0.39092,	 retrieve time: 0.005282257994016011,	 generate time: 0.453773299853007
[48]: Semantic Similarity: 0.03628,	 retrieve time: 0.0035288333892822266,	 generate time: 0.16202735900878906
[48]: [Cumulative]: Semantic Similarity: 0.38368,	 retrieve time: 0.0052464738184091995,	 generate time: 0.44781930106026785
[49]: Semantic Similarity: 0.66848,	 retrieve time: 0.0035860538482666016,	 generate time: 0.6266374588012695
[49]: [Cumulative]: Semantic Similarity: 0.38938,	 retrieve time: 0.005213265419006348,	 generate time: 0.45139566421508787
[50]: Semantic Similarity: 0.31301,	 retrieve time: 0.003525257110595703,	 generate time: 0.9063482284545898
[50]: [Cumulative]: Semantic Similarity: 0.38788,	 retrieve time: 0.005180167216880649,	 generate time: 0.46031630272958796
[51]: Semantic Similarity: 1.0,	 retrieve time: 0.0031654834747314453,	 generate time: 0.222306489944458
[51]: [Cumulative]: Semantic Similarity: 0.39965,	 retrieve time: 0.005141423298762395,	 generate time: 0.4557391909452585
[52]: Semantic Similarity: 0.6061,	 retrieve time: 0.003203868865966797,	 generate time: 0.6438584327697754
[52]: [Cumulative]: Semantic Similarity: 0.40355,	 retrieve time: 0.005104865667954931,	 generate time: 0.45928861060232484
[53]: Semantic Similarity: 0.95892,	 retrieve time: 0.002694845199584961,	 generate time: 0.2607557773590088
[53]: [Cumulative]: Semantic Similarity: 0.41383,	 retrieve time: 0.005060235659281413,	 generate time: 0.45561207665337455
[54]: Semantic Similarity: 0.12936,	 retrieve time: 0.002941131591796875,	 generate time: 0.16864633560180664
[54]: [Cumulative]: Semantic Similarity: 0.40866,	 retrieve time: 0.005021706494418058,	 generate time: 0.45039451772516426
[55]: Semantic Similarity: 0.29805,	 retrieve time: 0.003507375717163086,	 generate time: 0.33883047103881836
[55]: [Cumulative]: Semantic Similarity: 0.40669,	 retrieve time: 0.004994664873395648,	 generate time: 0.4484023026057652
[56]: Semantic Similarity: 0.20423,	 retrieve time: 0.0025153160095214844,	 generate time: 0.16111016273498535
[56]: [Cumulative]: Semantic Similarity: 0.40313,	 retrieve time: 0.004951167524906627,	 generate time: 0.4433620896255761
[57]: Semantic Similarity: 0.29948,	 retrieve time: 0.0024857521057128906,	 generate time: 0.15715646743774414
[57]: [Cumulative]: Semantic Similarity: 0.40135,	 retrieve time: 0.004908660362506735,	 generate time: 0.4384275099326824
[58]: Semantic Similarity: 1.0,	 retrieve time: 0.0027370452880859375,	 generate time: 0.23869013786315918
[58]: [Cumulative]: Semantic Similarity: 0.41149,	 retrieve time: 0.004871853327347061,	 generate time: 0.43504213074506337
[59]: Semantic Similarity: 0.26021,	 retrieve time: 0.004118680953979492,	 generate time: 0.17405247688293457
[59]: [Cumulative]: Semantic Similarity: 0.40897,	 retrieve time: 0.004859300454457601,	 generate time: 0.43069230318069457
[60]: Semantic Similarity: 0.62016,	 retrieve time: 0.0043642520904541016,	 generate time: 0.254056453704834
[60]: [Cumulative]: Semantic Similarity: 0.41243,	 retrieve time: 0.004851184907506724,	 generate time: 0.42779663351715586
[61]: Semantic Similarity: 0.37901,	 retrieve time: 0.0029540061950683594,	 generate time: 0.42073750495910645
[61]: [Cumulative]: Semantic Similarity: 0.4119,	 retrieve time: 0.004820585250854492,	 generate time: 0.42768277660492926
[62]: Semantic Similarity: 0.18861,	 retrieve time: 0.004603147506713867,	 generate time: 0.16085362434387207
[62]: [Cumulative]: Semantic Similarity: 0.40835,	 retrieve time: 0.004817133858090355,	 generate time: 0.4234473932357061
[63]: Semantic Similarity: 0.75273,	 retrieve time: 0.0032498836517333984,	 generate time: 0.39637184143066406
[63]: [Cumulative]: Semantic Similarity: 0.41373,	 retrieve time: 0.004792645573616028,	 generate time: 0.42302433773875237
[64]: Semantic Similarity: 0.14687,	 retrieve time: 0.004500865936279297,	 generate time: 0.29144906997680664
[64]: [Cumulative]: Semantic Similarity: 0.40963,	 retrieve time: 0.00478815665611854,	 generate time: 0.421000102850107
[65]: Semantic Similarity: 0.41129,	 retrieve time: 0.0034189224243164062,	 generate time: 0.4842371940612793
[65]: [Cumulative]: Semantic Similarity: 0.40965,	 retrieve time: 0.004767410682909416,	 generate time: 0.4219582405957309
[66]: Semantic Similarity: 0.17164,	 retrieve time: 0.0032074451446533203,	 generate time: 0.46190834045410156
[66]: [Cumulative]: Semantic Similarity: 0.4061,	 retrieve time: 0.004744127615174251,	 generate time: 0.4225545107428707
[67]: Semantic Similarity: 0.18375,	 retrieve time: 0.004213809967041016,	 generate time: 0.14652156829833984
[67]: [Cumulative]: Semantic Similarity: 0.40283,	 retrieve time: 0.004736328826231115,	 generate time: 0.41849520276574526
[68]: Semantic Similarity: 0.53644,	 retrieve time: 0.0028197765350341797,	 generate time: 0.2977004051208496
[68]: [Cumulative]: Semantic Similarity: 0.40477,	 retrieve time: 0.004708552706068841,	 generate time: 0.4167445535245149
[69]: Semantic Similarity: 1.0,	 retrieve time: 0.0026803016662597656,	 generate time: 0.22905492782592773
[69]: [Cumulative]: Semantic Similarity: 0.41327,	 retrieve time: 0.004679577691214425,	 generate time: 0.4140632731573922
[70]: Semantic Similarity: 0.19591,	 retrieve time: 0.003222942352294922,	 generate time: 0.16178631782531738
[70]: [Cumulative]: Semantic Similarity: 0.41021,	 retrieve time: 0.004659061700525418,	 generate time: 0.41051007660341937
[71]: Semantic Similarity: 0.86469,	 retrieve time: 0.002678394317626953,	 generate time: 0.2889280319213867
[71]: [Cumulative]: Semantic Similarity: 0.41652,	 retrieve time: 0.004631552431318495,	 generate time: 0.4088214370939467
[72]: Semantic Similarity: 0.2858,	 retrieve time: 0.003262042999267578,	 generate time: 0.17420172691345215
[72]: [Cumulative]: Semantic Similarity: 0.41473,	 retrieve time: 0.0046127920281397155,	 generate time: 0.40560746846133716
[73]: Semantic Similarity: 0.28438,	 retrieve time: 0.0047147274017333984,	 generate time: 0.21889114379882812
[73]: [Cumulative]: Semantic Similarity: 0.41297,	 retrieve time: 0.004614169533188279,	 generate time: 0.40308427488481674
[74]: Semantic Similarity: 0.18072,	 retrieve time: 0.002973318099975586,	 generate time: 0.17209887504577637
[74]: [Cumulative]: Semantic Similarity: 0.40987,	 retrieve time: 0.004592291514078776,	 generate time: 0.40000446955362956
[75]: Semantic Similarity: 0.07307,	 retrieve time: 0.0031435489654541016,	 generate time: 0.1611340045928955
[75]: [Cumulative]: Semantic Similarity: 0.40544,	 retrieve time: 0.004573229112123188,	 generate time: 0.3968614371199357
[76]: Semantic Similarity: 0.20959,	 retrieve time: 0.0027964115142822266,	 generate time: 0.29611968994140625
[76]: [Cumulative]: Semantic Similarity: 0.4029,	 retrieve time: 0.004550153558904474,	 generate time: 0.39555310274099376
[77]: Semantic Similarity: 0.31902,	 retrieve time: 0.0030298233032226562,	 generate time: 0.1598658561706543
[77]: [Cumulative]: Semantic Similarity: 0.40182,	 retrieve time: 0.004530662145370092,	 generate time: 0.39253147137470734
[78]: Semantic Similarity: 0.60337,	 retrieve time: 0.0029311180114746094,	 generate time: 0.4241602420806885
[78]: [Cumulative]: Semantic Similarity: 0.40437,	 retrieve time: 0.004510414751270149,	 generate time: 0.392931835560859
[79]: Semantic Similarity: 0.64216,	 retrieve time: 0.00292205810546875,	 generate time: 0.509803056716919
[79]: [Cumulative]: Semantic Similarity: 0.40735,	 retrieve time: 0.004490560293197632,	 generate time: 0.39439272582530976
[80]: Semantic Similarity: 0.33027,	 retrieve time: 0.003697633743286133,	 generate time: 0.5010387897491455
[80]: [Cumulative]: Semantic Similarity: 0.40639,	 retrieve time: 0.004480771076532058,	 generate time: 0.39570934389844353
[81]: Semantic Similarity: 0.13071,	 retrieve time: 0.0034003257751464844,	 generate time: 0.17419147491455078
[81]: [Cumulative]: Semantic Similarity: 0.40303,	 retrieve time: 0.004467594914320038,	 generate time: 0.39300790647181066
[82]: Semantic Similarity: 0.09891,	 retrieve time: 0.003514528274536133,	 generate time: 0.19031429290771484
[82]: [Cumulative]: Semantic Similarity: 0.39937,	 retrieve time: 0.0044561121837202325,	 generate time: 0.39056581474212276
[83]: Semantic Similarity: 0.26121,	 retrieve time: 0.0031549930572509766,	 generate time: 0.3278634548187256
[83]: [Cumulative]: Semantic Similarity: 0.39772,	 retrieve time: 0.004440622670309884,	 generate time: 0.3898193580763681
[84]: Semantic Similarity: 0.50085,	 retrieve time: 0.0050051212310791016,	 generate time: 0.2792673110961914
[84]: [Cumulative]: Semantic Similarity: 0.39894,	 retrieve time: 0.004447263829848345,	 generate time: 0.38851874575895423
[85]: Semantic Similarity: 0.68275,	 retrieve time: 0.0042765140533447266,	 generate time: 0.39018917083740234
[85]: [Cumulative]: Semantic Similarity: 0.40224,	 retrieve time: 0.0044452783673308615,	 generate time: 0.388538169306378
[86]: Semantic Similarity: 0.9273,	 retrieve time: 0.003461599349975586,	 generate time: 0.3376448154449463
[86]: [Cumulative]: Semantic Similarity: 0.40827,	 retrieve time: 0.0044339717119589615,	 generate time: 0.387953188227511
[87]: Semantic Similarity: 0.15776,	 retrieve time: 0.0033903121948242188,	 generate time: 0.2209458351135254
[87]: [Cumulative]: Semantic Similarity: 0.40542,	 retrieve time: 0.004422111944718795,	 generate time: 0.38605537739667023
[88]: Semantic Similarity: 0.32349,	 retrieve time: 0.003449678421020508,	 generate time: 0.17697596549987793
[88]: [Cumulative]: Semantic Similarity: 0.4045,	 retrieve time: 0.004411185725351398,	 generate time: 0.3837061705214254
[89]: Semantic Similarity: 0.88438,	 retrieve time: 0.0038290023803710938,	 generate time: 0.7332503795623779
[89]: [Cumulative]: Semantic Similarity: 0.40984,	 retrieve time: 0.0044047170215182835,	 generate time: 0.38758999506632485
[90]: Semantic Similarity: 0.23235,	 retrieve time: 0.0032732486724853516,	 generate time: 1.5035583972930908
[90]: [Cumulative]: Semantic Similarity: 0.40789,	 retrieve time: 0.004392283303397042,	 generate time: 0.39985338410178384
[91]: Semantic Similarity: 0.91939,	 retrieve time: 0.003385782241821289,	 generate time: 0.3848154544830322
[91]: [Cumulative]: Semantic Similarity: 0.41345,	 retrieve time: 0.004381343074466871,	 generate time: 0.3996899283450583
[92]: Semantic Similarity: 0.2471,	 retrieve time: 0.003065824508666992,	 generate time: 1.1359610557556152
[92]: [Cumulative]: Semantic Similarity: 0.41166,	 retrieve time: 0.004367197713544292,	 generate time: 0.40760682218818256
[93]: Semantic Similarity: 0.05382,	 retrieve time: 0.0028057098388671875,	 generate time: 0.18569612503051758
[93]: [Cumulative]: Semantic Similarity: 0.40785,	 retrieve time: 0.004350586140409429,	 generate time: 0.4052460700907606
[94]: Semantic Similarity: 0.13009,	 retrieve time: 0.0046694278717041016,	 generate time: 0.12343144416809082
[94]: [Cumulative]: Semantic Similarity: 0.40493,	 retrieve time: 0.004353942369159899,	 generate time: 0.4022796003442062
[95]: Semantic Similarity: 0.16558,	 retrieve time: 0.0035240650177001953,	 generate time: 0.3546435832977295
[95]: [Cumulative]: Semantic Similarity: 0.40243,	 retrieve time: 0.004345297813415527,	 generate time: 0.40178339183330536
[96]: Semantic Similarity: 0.67239,	 retrieve time: 0.002959728240966797,	 generate time: 0.47710323333740234
[96]: [Cumulative]: Semantic Similarity: 0.40522,	 retrieve time: 0.004331013591019148,	 generate time: 0.4025598850446878
[97]: Semantic Similarity: 0.73894,	 retrieve time: 0.003279447555541992,	 generate time: 0.3001277446746826
[97]: [Cumulative]: Semantic Similarity: 0.40862,	 retrieve time: 0.004320283325351015,	 generate time: 0.4015146591225449
[98]: Semantic Similarity: 0.46215,	 retrieve time: 0.0033245086669921875,	 generate time: 0.5508530139923096
[98]: [Cumulative]: Semantic Similarity: 0.40916,	 retrieve time: 0.004310224995468602,	 generate time: 0.4030231273535526
[99]: Semantic Similarity: 1.0,	 retrieve time: 0.003971099853515625,	 generate time: 0.2309119701385498
[99]: [Cumulative]: Semantic Similarity: 0.41507,	 retrieve time: 0.004306833744049072,	 generate time: 0.40130201578140257

Result for ./rag_results.txt
Prepare time: 2.2929654121398926
Average Semantic Similarity: 0.41507041357457636
retrieve time: 0.004306833744049072,	 generate time: 0.40130201578140257
