Retriever BM25 prepared in 2.5946619510650635 seconds
[0]: Semantic Similarity: 0.27219,	 retrieve time: 0.1109466552734375,	 generate time: 0.6123650074005127
[30]: Semantic Similarity: 0.31379,	 retrieve time: 0.002992391586303711,	 generate time: 0.27974772453308105
[30]: [Cumulative]: Semantic Similarity: 0.41721,	 retrieve time: 0.00663337399882655,	 generate time: 0.4028597108779415
[31]: Semantic Similarity: 0.9667,	 retrieve time: 0.0031735897064208984,	 generate time: 0.292635440826416
[31]: [Cumulative]: Semantic Similarity: 0.43439,	 retrieve time: 0.006525255739688873,	 generate time: 0.39941520243883133
[32]: Semantic Similarity: 1.0,	 retrieve time: 0.003447294235229492,	 generate time: 0.17735600471496582
[32]: [Cumulative]: Semantic Similarity: 0.45153,	 retrieve time: 0.0064319841789476796,	 generate time: 0.39268613584113843
[33]: Semantic Similarity: 0.10049,	 retrieve time: 0.004879474639892578,	 generate time: 0.11017155647277832
[33]: [Cumulative]: Semantic Similarity: 0.4412,	 retrieve time: 0.006386322133681353,	 generate time: 0.3843768835067749
[34]: Semantic Similarity: 0.23729,	 retrieve time: 0.0025789737701416016,	 generate time: 0.1032402515411377
[34]: [Cumulative]: Semantic Similarity: 0.43538,	 retrieve time: 0.006277540751865932,	 generate time: 0.3763444083077567
[35]: Semantic Similarity: 0.48427,	 retrieve time: 0.002506732940673828,	 generate time: 0.9190447330474854
[35]: [Cumulative]: Semantic Similarity: 0.43673,	 retrieve time: 0.006172796090443929,	 generate time: 0.3914194173283047
[36]: Semantic Similarity: 0.07069,	 retrieve time: 0.0024809837341308594,	 generate time: 0.10507726669311523
[36]: [Cumulative]: Semantic Similarity: 0.42684,	 retrieve time: 0.006073017378111143,	 generate time: 0.3836804402841104
[37]: Semantic Similarity: 0.76371,	 retrieve time: 0.0033740997314453125,	 generate time: 0.21695470809936523
[37]: [Cumulative]: Semantic Similarity: 0.43571,	 retrieve time: 0.006001993229514674,	 generate time: 0.3792929210160908
[38]: Semantic Similarity: 0.03628,	 retrieve time: 0.0027496814727783203,	 generate time: 0.10219097137451172
[38]: [Cumulative]: Semantic Similarity: 0.42546,	 retrieve time: 0.0059186006203675885,	 generate time: 0.3721877428201529
[39]: Semantic Similarity: 0.66848,	 retrieve time: 0.0024862289428710938,	 generate time: 0.4066932201385498
[39]: [Cumulative]: Semantic Similarity: 0.43154,	 retrieve time: 0.005832791328430176,	 generate time: 0.3730503797531128
[40]: Semantic Similarity: 1.0,	 retrieve time: 0.003190279006958008,	 generate time: 0.17923569679260254
[40]: [Cumulative]: Semantic Similarity: 0.4454,	 retrieve time: 0.005768339808394269,	 generate time: 0.36832319236383204
[41]: Semantic Similarity: 0.6061,	 retrieve time: 0.003320932388305664,	 generate time: 0.5680608749389648
[41]: [Cumulative]: Semantic Similarity: 0.44923,	 retrieve time: 0.005710068203154064,	 generate time: 0.37307885147276376
[42]: Semantic Similarity: 0.95892,	 retrieve time: 0.0029823780059814453,	 generate time: 0.2161417007446289
[42]: [Cumulative]: Semantic Similarity: 0.46108,	 retrieve time: 0.0056466335474058636,	 generate time: 0.36942915029303974
[43]: Semantic Similarity: 0.12936,	 retrieve time: 0.003233671188354492,	 generate time: 0.11178851127624512
[43]: [Cumulative]: Semantic Similarity: 0.45354,	 retrieve time: 0.00559179349379106,	 generate time: 0.3635736812244762
[44]: Semantic Similarity: 0.29805,	 retrieve time: 0.002998828887939453,	 generate time: 0.29480409622192383
[44]: [Cumulative]: Semantic Similarity: 0.45009,	 retrieve time: 0.005534172058105469,	 generate time: 0.36204546822441946
[45]: Semantic Similarity: 0.20423,	 retrieve time: 0.0034286975860595703,	 generate time: 0.11266756057739258
[45]: [Cumulative]: Semantic Similarity: 0.44474,	 retrieve time: 0.005488400873930558,	 generate time: 0.3566242093625276
[46]: Semantic Similarity: 0.29948,	 retrieve time: 0.003068685531616211,	 generate time: 0.10210657119750977
[46]: [Cumulative]: Semantic Similarity: 0.44165,	 retrieve time: 0.005436917568774934,	 generate time: 0.3512089404653996
[47]: Semantic Similarity: 1.0,	 retrieve time: 0.002410411834716797,	 generate time: 0.17801785469055176
[47]: [Cumulative]: Semantic Similarity: 0.45329,	 retrieve time: 0.005373865365982056,	 generate time: 0.3476007928450902
[48]: Semantic Similarity: 0.62016,	 retrieve time: 0.0029227733612060547,	 generate time: 0.1992354393005371
[48]: [Cumulative]: Semantic Similarity: 0.45669,	 retrieve time: 0.005323843080170301,	 generate time: 0.34457292848703813
[49]: Semantic Similarity: 0.18861,	 retrieve time: 0.003181934356689453,	 generate time: 0.11150670051574707
[49]: [Cumulative]: Semantic Similarity: 0.45133,	 retrieve time: 0.0052810049057006835,	 generate time: 0.3399116039276123
[50]: Semantic Similarity: 0.0297,	 retrieve time: 0.002801656723022461,	 generate time: 0.10745859146118164
[50]: [Cumulative]: Semantic Similarity: 0.44306,	 retrieve time: 0.005232390235452091,	 generate time: 0.33535370172238815
[51]: Semantic Similarity: 0.14687,	 retrieve time: 0.0033490657806396484,	 generate time: 0.24422144889831543
[51]: [Cumulative]: Semantic Similarity: 0.43737,	 retrieve time: 0.005196172457474928,	 generate time: 0.3336011583988483
[52]: Semantic Similarity: 0.17164,	 retrieve time: 0.0030629634857177734,	 generate time: 0.37964606285095215
[52]: [Cumulative]: Semantic Similarity: 0.43235,	 retrieve time: 0.005155923231592718,	 generate time: 0.3344699301809635
[53]: Semantic Similarity: 0.22583,	 retrieve time: 0.0024819374084472656,	 generate time: 0.1703648567199707
[53]: [Cumulative]: Semantic Similarity: 0.42853,	 retrieve time: 0.005106404975608543,	 generate time: 0.33143094733909323
[54]: Semantic Similarity: 1.0,	 retrieve time: 0.0032815933227539062,	 generate time: 0.1766040325164795
[54]: [Cumulative]: Semantic Similarity: 0.43892,	 retrieve time: 0.005073226581920277,	 generate time: 0.32861591252413663
[55]: Semantic Similarity: 0.4602,	 retrieve time: 0.003471851348876953,	 generate time: 0.35419702529907227
[55]: [Cumulative]: Semantic Similarity: 0.4393,	 retrieve time: 0.005044630595615932,	 generate time: 0.32907271810940336
[56]: Semantic Similarity: 0.86469,	 retrieve time: 0.0033016204833984375,	 generate time: 0.26147890090942383
[56]: [Cumulative]: Semantic Similarity: 0.44676,	 retrieve time: 0.0050140514708401866,	 generate time: 0.3278868616672984
[57]: Semantic Similarity: 0.28438,	 retrieve time: 0.0027053356170654297,	 generate time: 0.15662169456481934
[57]: [Cumulative]: Semantic Similarity: 0.44396,	 retrieve time: 0.004974246025085449,	 generate time: 0.324934013958635
[58]: Semantic Similarity: 0.18072,	 retrieve time: 0.0032396316528320312,	 generate time: 0.1122138500213623
[58]: [Cumulative]: Semantic Similarity: 0.4395,	 retrieve time: 0.004944845781487934,	 generate time: 0.3213285874512236
[59]: Semantic Similarity: 0.07307,	 retrieve time: 0.002941131591796875,	 generate time: 0.10660243034362793
[59]: [Cumulative]: Semantic Similarity: 0.43339,	 retrieve time: 0.004911450544993082,	 generate time: 0.317749818166097
[60]: Semantic Similarity: 0.27024,	 retrieve time: 0.003044605255126953,	 generate time: 0.11089825630187988
[60]: [Cumulative]: Semantic Similarity: 0.43072,	 retrieve time: 0.004880846523847736,	 generate time: 0.3143588089552082
[61]: Semantic Similarity: 0.60337,	 retrieve time: 0.0024623870849609375,	 generate time: 0.349473237991333
[61]: [Cumulative]: Semantic Similarity: 0.4335,	 retrieve time: 0.00484183911354311,	 generate time: 0.3149251707138554
[62]: Semantic Similarity: 0.80803,	 retrieve time: 0.0034766197204589844,	 generate time: 0.4372375011444092
[62]: [Cumulative]: Semantic Similarity: 0.43945,	 retrieve time: 0.004820168964446537,	 generate time: 0.3168666362762451
[63]: Semantic Similarity: 0.43047,	 retrieve time: 0.00312042236328125,	 generate time: 0.24787235260009766
[63]: [Cumulative]: Semantic Similarity: 0.43931,	 retrieve time: 0.0047936104238033295,	 generate time: 0.3157886005938053
[64]: Semantic Similarity: 0.68275,	 retrieve time: 0.0038454532623291016,	 generate time: 0.36009955406188965
[64]: [Cumulative]: Semantic Similarity: 0.44305,	 retrieve time: 0.00477902339054988,	 generate time: 0.31647030757023736
[65]: Semantic Similarity: 0.15776,	 retrieve time: 0.0033655166625976562,	 generate time: 0.16837239265441895
[65]: [Cumulative]: Semantic Similarity: 0.43873,	 retrieve time: 0.004757606621944543,	 generate time: 0.31422639976848254
[66]: Semantic Similarity: 0.32349,	 retrieve time: 0.0060842037200927734,	 generate time: 0.11520624160766602
[66]: [Cumulative]: Semantic Similarity: 0.43701,	 retrieve time: 0.004777406578633322,	 generate time: 0.3112559496466793
[67]: Semantic Similarity: 0.88438,	 retrieve time: 0.003134489059448242,	 generate time: 0.6351912021636963
[67]: [Cumulative]: Semantic Similarity: 0.44359,	 retrieve time: 0.004753246026880601,	 generate time: 0.3160197033601649
[68]: Semantic Similarity: 0.21941,	 retrieve time: 0.004683256149291992,	 generate time: 1.8016197681427002
[68]: [Cumulative]: Semantic Similarity: 0.44034,	 retrieve time: 0.004752231680828592,	 generate time: 0.3375501390816509
[69]: Semantic Similarity: 0.45535,	 retrieve time: 0.0045261383056640625,	 generate time: 0.7921106815338135
[69]: [Cumulative]: Semantic Similarity: 0.44055,	 retrieve time: 0.004749001775469099,	 generate time: 0.3440438611166818
[70]: Semantic Similarity: 0.05382,	 retrieve time: 0.002986907958984375,	 generate time: 0.11382770538330078
[70]: [Cumulative]: Semantic Similarity: 0.43511,	 retrieve time: 0.004724183552701708,	 generate time: 0.3408013800500144
[71]: Semantic Similarity: 0.16558,	 retrieve time: 0.0025506019592285156,	 generate time: 0.28452563285827637
[71]: [Cumulative]: Semantic Similarity: 0.43136,	 retrieve time: 0.004693994919459025,	 generate time: 0.3400197724501292
[72]: Semantic Similarity: 0.73894,	 retrieve time: 0.0033676624298095703,	 generate time: 0.2505300045013428
[72]: [Cumulative]: Semantic Similarity: 0.43558,	 retrieve time: 0.004675825981244649,	 generate time: 0.33879388521795406
[73]: Semantic Similarity: 0.91986,	 retrieve time: 0.003222227096557617,	 generate time: 0.1761178970336914
[73]: [Cumulative]: Semantic Similarity: 0.44212,	 retrieve time: 0.004656182753073203,	 generate time: 0.33659556105330185
[74]: Semantic Similarity: 0.89853,	 retrieve time: 0.003002166748046875,	 generate time: 0.48972487449645996
[74]: [Cumulative]: Semantic Similarity: 0.44821,	 retrieve time: 0.004634129206339518,	 generate time: 0.33863728523254394
[75]: Semantic Similarity: 0.23751,	 retrieve time: 0.0036029815673828125,	 generate time: 0.3626136779785156
[75]: [Cumulative]: Semantic Similarity: 0.44544,	 retrieve time: 0.0046205614742479825,	 generate time: 0.3389527640844646
[76]: Semantic Similarity: 0.19599,	 retrieve time: 0.0028548240661621094,	 generate time: 0.11381697654724121
[76]: [Cumulative]: Semantic Similarity: 0.4422,	 retrieve time: 0.004597629819597516,	 generate time: 0.3360289226878773
[77]: Semantic Similarity: 0.76815,	 retrieve time: 0.0028743743896484375,	 generate time: 0.17827773094177246
[77]: [Cumulative]: Semantic Similarity: 0.44637,	 retrieve time: 0.0045755368012648364,	 generate time: 0.3340064715116452
[78]: Semantic Similarity: 0.30909,	 retrieve time: 0.0030088424682617188,	 generate time: 0.3780403137207031
[78]: [Cumulative]: Semantic Similarity: 0.44464,	 retrieve time: 0.004555705227429354,	 generate time: 0.3345638619193548
[79]: Semantic Similarity: 0.84295,	 retrieve time: 0.0029261112213134766,	 generate time: 0.5352799892425537
[79]: [Cumulative]: Semantic Similarity: 0.44962,	 retrieve time: 0.0045353353023529054,	 generate time: 0.3370728135108948

Result for ./rag_results.txt
Prepare time: 2.5946619510650635
Average Semantic Similarity: 0.4496157268527895
retrieve time: 0.0045353353023529054,	 generate time: 0.3370728135108948
