Retriever BM25 prepared in 0.38138794898986816 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.23494172096252441,	 generate time: 0.5553984642028809
[35]: Semantic Similarity: 0.64268,	 retrieve time: 0.0027952194213867188,	 generate time: 0.13855290412902832
[35]: [Cumulative]: Semantic Similarity: 0.52985,	 retrieve time: 0.00976114140616523,	 generate time: 0.2510059078534444
[36]: Semantic Similarity: 0.34909,	 retrieve time: 0.0031969547271728516,	 generate time: 0.1210932731628418
[36]: [Cumulative]: Semantic Similarity: 0.52496,	 retrieve time: 0.009583730955381651,	 generate time: 0.2474947555645092
[37]: Semantic Similarity: 1.0,	 retrieve time: 0.0032167434692382812,	 generate time: 0.18581151962280273
[37]: [Cumulative]: Semantic Similarity: 0.53746,	 retrieve time: 0.009416178653114721,	 generate time: 0.24587151251341166
[38]: Semantic Similarity: 1.0,	 retrieve time: 0.002940654754638672,	 generate time: 0.16049623489379883
[38]: [Cumulative]: Semantic Similarity: 0.54932,	 retrieve time: 0.009250139578794822,	 generate time: 0.2436824028308575
[39]: Semantic Similarity: 0.30983,	 retrieve time: 0.0029256343841552734,	 generate time: 0.15501165390014648
[39]: [Cumulative]: Semantic Similarity: 0.54333,	 retrieve time: 0.009092026948928833,	 generate time: 0.24146563410758973
[40]: Semantic Similarity: 0.46981,	 retrieve time: 0.003225088119506836,	 generate time: 0.5583353042602539
[40]: [Cumulative]: Semantic Similarity: 0.54154,	 retrieve time: 0.00894893087991854,	 generate time: 0.2491941626478986
[41]: Semantic Similarity: 0.25581,	 retrieve time: 0.0036263465881347656,	 generate time: 0.1993112564086914
[41]: [Cumulative]: Semantic Similarity: 0.53474,	 retrieve time: 0.008822202682495117,	 generate time: 0.24800647440410795
[42]: Semantic Similarity: 0.68897,	 retrieve time: 0.002909421920776367,	 generate time: 0.2269139289855957
[42]: [Cumulative]: Semantic Similarity: 0.53832,	 retrieve time: 0.00868469615315282,	 generate time: 0.24751595009204952
[43]: Semantic Similarity: 0.92643,	 retrieve time: 0.0035600662231445312,	 generate time: 0.15874338150024414
[43]: [Cumulative]: Semantic Similarity: 0.54715,	 retrieve time: 0.008568227291107178,	 generate time: 0.24549839171496304
[44]: Semantic Similarity: 0.08292,	 retrieve time: 0.002810239791870117,	 generate time: 0.2059485912322998
[44]: [Cumulative]: Semantic Similarity: 0.53683,	 retrieve time: 0.008440272013346354,	 generate time: 0.24461950725979276
[45]: Semantic Similarity: 0.1332,	 retrieve time: 0.003201723098754883,	 generate time: 0.08542752265930176
[45]: [Cumulative]: Semantic Similarity: 0.52805,	 retrieve time: 0.008326390515203062,	 generate time: 0.24115881194239078
[46]: Semantic Similarity: 1.0,	 retrieve time: 0.0026531219482421875,	 generate time: 0.19409823417663574
[46]: [Cumulative]: Semantic Similarity: 0.5381,	 retrieve time: 0.00820568267335283,	 generate time: 0.24015752305375768
[47]: Semantic Similarity: 0.05658,	 retrieve time: 0.003452777862548828,	 generate time: 0.11824607849121094
[47]: [Cumulative]: Semantic Similarity: 0.52806,	 retrieve time: 0.008106663823127747,	 generate time: 0.23761770129203796
[48]: Semantic Similarity: 0.7932,	 retrieve time: 0.003167867660522461,	 generate time: 0.25176143646240234
[48]: [Cumulative]: Semantic Similarity: 0.53348,	 retrieve time: 0.00800587206470723,	 generate time: 0.237906348948576
[49]: Semantic Similarity: 0.74347,	 retrieve time: 0.0036001205444335938,	 generate time: 0.1815950870513916
[49]: [Cumulative]: Semantic Similarity: 0.53768,	 retrieve time: 0.007917757034301759,	 generate time: 0.2367801237106323
[50]: Semantic Similarity: 0.62645,	 retrieve time: 0.0035719871520996094,	 generate time: 0.16088056564331055
[50]: [Cumulative]: Semantic Similarity: 0.53942,	 retrieve time: 0.007832545860140932,	 generate time: 0.2352918970818613
[51]: Semantic Similarity: 0.12241,	 retrieve time: 0.0029344558715820312,	 generate time: 0.5609371662139893
[51]: [Cumulative]: Semantic Similarity: 0.5314,	 retrieve time: 0.007738351821899414,	 generate time: 0.241554306103633
[52]: Semantic Similarity: 0.0328,	 retrieve time: 0.0035028457641601562,	 generate time: 0.2295377254486084
[52]: [Cumulative]: Semantic Similarity: 0.52199,	 retrieve time: 0.0076584366132628244,	 generate time: 0.24132757816674574
[53]: Semantic Similarity: 0.65947,	 retrieve time: 0.002667665481567383,	 generate time: 0.16364574432373047
[53]: [Cumulative]: Semantic Similarity: 0.52453,	 retrieve time: 0.007566014925638835,	 generate time: 0.2398890256881714
[54]: Semantic Similarity: 0.21373,	 retrieve time: 0.002689361572265625,	 generate time: 0.13784360885620117
[54]: [Cumulative]: Semantic Similarity: 0.51888,	 retrieve time: 0.007477348501032049,	 generate time: 0.23803365447304464
[55]: Semantic Similarity: 1.0,	 retrieve time: 0.00407099723815918,	 generate time: 0.163468599319458
[55]: [Cumulative]: Semantic Similarity: 0.52748,	 retrieve time: 0.00741652079990932,	 generate time: 0.23670213563101633
[56]: Semantic Similarity: 0.56926,	 retrieve time: 0.0035343170166015625,	 generate time: 0.5262284278869629
[56]: [Cumulative]: Semantic Similarity: 0.52821,	 retrieve time: 0.007348411961605674,	 generate time: 0.24178154426708556
[57]: Semantic Similarity: 0.26147,	 retrieve time: 0.0035037994384765625,	 generate time: 0.670983076095581
[57]: [Cumulative]: Semantic Similarity: 0.52361,	 retrieve time: 0.007282125538793103,	 generate time: 0.24918157067792168
[58]: Semantic Similarity: 0.19526,	 retrieve time: 0.0035228729248046875,	 generate time: 0.31597137451171875
[58]: [Cumulative]: Semantic Similarity: 0.51804,	 retrieve time: 0.0072184093927933,	 generate time: 0.25031360125137586
[59]: Semantic Similarity: 0.12016,	 retrieve time: 0.004569053649902344,	 generate time: 0.4250345230102539
[59]: [Cumulative]: Semantic Similarity: 0.51141,	 retrieve time: 0.007174253463745117,	 generate time: 0.2532256166140238
[60]: Semantic Similarity: 0.506,	 retrieve time: 0.0031659603118896484,	 generate time: 0.6454477310180664
[60]: [Cumulative]: Semantic Similarity: 0.51132,	 retrieve time: 0.007108543739944208,	 generate time: 0.259655487341959
[61]: Semantic Similarity: 0.07042,	 retrieve time: 0.0028481483459472656,	 generate time: 0.11982989311218262
[61]: [Cumulative]: Semantic Similarity: 0.50421,	 retrieve time: 0.007039827685202321,	 generate time: 0.25740023582212385
[62]: Semantic Similarity: 0.76473,	 retrieve time: 0.002875804901123047,	 generate time: 0.22885513305664062
[62]: [Cumulative]: Semantic Similarity: 0.50835,	 retrieve time: 0.006973732085455032,	 generate time: 0.2569471389528305
[63]: Semantic Similarity: 1.0,	 retrieve time: 0.003237009048461914,	 generate time: 0.14737987518310547
[63]: [Cumulative]: Semantic Similarity: 0.51603,	 retrieve time: 0.006915345788002014,	 generate time: 0.25523515045642853
[64]: Semantic Similarity: 0.15371,	 retrieve time: 0.003289461135864258,	 generate time: 0.2554194927215576
[64]: [Cumulative]: Semantic Similarity: 0.51046,	 retrieve time: 0.0068595629471998945,	 generate time: 0.25523798649127666
[65]: Semantic Similarity: 0.48657,	 retrieve time: 0.0031478404998779297,	 generate time: 0.11693811416625977
[65]: [Cumulative]: Semantic Similarity: 0.51009,	 retrieve time: 0.006803324728301077,	 generate time: 0.25314253388029156
[66]: Semantic Similarity: 0.18222,	 retrieve time: 0.0033032894134521484,	 generate time: 0.18970346450805664
[66]: [Cumulative]: Semantic Similarity: 0.5052,	 retrieve time: 0.006751085395243631,	 generate time: 0.2521956820986164
[67]: Semantic Similarity: 0.7167,	 retrieve time: 0.003494739532470703,	 generate time: 0.6166436672210693
[67]: [Cumulative]: Semantic Similarity: 0.50831,	 retrieve time: 0.006703197956085205,	 generate time: 0.25755521129159364
[68]: Semantic Similarity: 0.24716,	 retrieve time: 0.0024061203002929688,	 generate time: 0.11696910858154297
[68]: [Cumulative]: Semantic Similarity: 0.50453,	 retrieve time: 0.0066409214683201,	 generate time: 0.25551773154217267
[69]: Semantic Similarity: 1.0,	 retrieve time: 0.0031337738037109375,	 generate time: 0.20119595527648926
[69]: [Cumulative]: Semantic Similarity: 0.5116,	 retrieve time: 0.006590819358825684,	 generate time: 0.2547417061669486
[70]: Semantic Similarity: 0.38126,	 retrieve time: 0.00311279296875,	 generate time: 0.2868533134460449
[70]: [Cumulative]: Semantic Similarity: 0.50977,	 retrieve time: 0.006541833071641519,	 generate time: 0.2551939823258091
[71]: Semantic Similarity: 0.52626,	 retrieve time: 0.002495288848876953,	 generate time: 0.19455909729003906
[71]: [Cumulative]: Semantic Similarity: 0.51,	 retrieve time: 0.0064856310685475664,	 generate time: 0.25435183114475673
[72]: Semantic Similarity: 0.48657,	 retrieve time: 0.003461599349975586,	 generate time: 0.10911297798156738
[72]: [Cumulative]: Semantic Similarity: 0.50968,	 retrieve time: 0.006444205976512334,	 generate time: 0.25236225781375415
[73]: Semantic Similarity: 1.0,	 retrieve time: 0.002588987350463867,	 generate time: 0.14198684692382812
[73]: [Cumulative]: Semantic Similarity: 0.5163,	 retrieve time: 0.006392108427511679,	 generate time: 0.25087069820713354
[74]: Semantic Similarity: 0.39964,	 retrieve time: 0.0031287670135498047,	 generate time: 0.3139922618865967
[74]: [Cumulative]: Semantic Similarity: 0.51475,	 retrieve time: 0.006348597208658854,	 generate time: 0.251712319056193
[75]: Semantic Similarity: 0.02626,	 retrieve time: 0.0033195018768310547,	 generate time: 0.27344822883605957
[75]: [Cumulative]: Semantic Similarity: 0.50832,	 retrieve time: 0.006308740691134804,	 generate time: 0.251998317869086
[76]: Semantic Similarity: 0.28412,	 retrieve time: 0.003013134002685547,	 generate time: 0.19703388214111328
[76]: [Cumulative]: Semantic Similarity: 0.50541,	 retrieve time: 0.006265940604271826,	 generate time: 0.251284494028463
[77]: Semantic Similarity: 0.14131,	 retrieve time: 0.0031135082244873047,	 generate time: 0.3131673336029053
[77]: [Cumulative]: Semantic Similarity: 0.50074,	 retrieve time: 0.006225524804531,	 generate time: 0.25207786376659685
[78]: Semantic Similarity: 0.19903,	 retrieve time: 0.003221273422241211,	 generate time: 0.2339773178100586
[78]: [Cumulative]: Semantic Similarity: 0.49692,	 retrieve time: 0.006187496306021003,	 generate time: 0.25184874293170395
[79]: Semantic Similarity: 0.36151,	 retrieve time: 0.003247499465942383,	 generate time: 0.453643798828125
[79]: [Cumulative]: Semantic Similarity: 0.49523,	 retrieve time: 0.006150746345520019,	 generate time: 0.25437118113040924

Result for ./rag_results.txt
Prepare time: 0.38138794898986816
Average Semantic Similarity: 0.49522797202225777
retrieve time: 0.006150746345520019,	 generate time: 0.25437118113040924
