Retriever BM25 prepared in 0.38707542419433594 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.2323598861694336,	 generate time: 0.9396278858184814
[44]: [Cumulative]: Semantic Similarity: 0.35976,	 retrieve time: 0.008730543984307183,	 generate time: 0.3916501416100396
[45]: Semantic Similarity: 0.1332,	 retrieve time: 0.007344722747802734,	 generate time: 0.3109433650970459
[45]: [Cumulative]: Semantic Similarity: 0.35483,	 retrieve time: 0.008700417435687521,	 generate time: 0.38989564646845276
[46]: Semantic Similarity: 1.0,	 retrieve time: 0.0038917064666748047,	 generate time: 0.38532137870788574
[46]: [Cumulative]: Semantic Similarity: 0.36856,	 retrieve time: 0.008598104436346826,	 generate time: 0.3897983216224833
[47]: Semantic Similarity: 0.05658,	 retrieve time: 0.003930330276489258,	 generate time: 0.34180593490600586
[47]: [Cumulative]: Semantic Similarity: 0.36206,	 retrieve time: 0.008500859141349792,	 generate time: 0.38879848023255664
[48]: Semantic Similarity: 0.7932,	 retrieve time: 0.004225254058837891,	 generate time: 0.47040414810180664
[48]: [Cumulative]: Semantic Similarity: 0.37086,	 retrieve time: 0.008413601894767917,	 generate time: 0.39046390202580666
[49]: Semantic Similarity: 0.23618,	 retrieve time: 0.004179716110229492,	 generate time: 0.3424866199493408
[49]: [Cumulative]: Semantic Similarity: 0.36817,	 retrieve time: 0.008328924179077149,	 generate time: 0.38950435638427733
[50]: Semantic Similarity: 0.28104,	 retrieve time: 0.004665374755859375,	 generate time: 0.3284289836883545
[50]: [Cumulative]: Semantic Similarity: 0.36646,	 retrieve time: 0.008257089876661114,	 generate time: 0.3883068000569063
[51]: Semantic Similarity: 0.15799,	 retrieve time: 0.004784345626831055,	 generate time: 0.3315999507904053
[51]: [Cumulative]: Semantic Similarity: 0.36245,	 retrieve time: 0.008190306333395151,	 generate time: 0.3872162837248582
[52]: Semantic Similarity: 0.05114,	 retrieve time: 0.005937099456787109,	 generate time: 0.4013185501098633
[52]: [Cumulative]: Semantic Similarity: 0.35658,	 retrieve time: 0.00814779299610066,	 generate time: 0.3874823642226885
[53]: Semantic Similarity: 0.2035,	 retrieve time: 0.004180431365966797,	 generate time: 0.3320651054382324
[53]: [Cumulative]: Semantic Similarity: 0.35374,	 retrieve time: 0.008074323336283365,	 generate time: 0.386456118689643
[54]: Semantic Similarity: 0.14831,	 retrieve time: 0.0036246776580810547,	 generate time: 0.5851955413818359
[54]: [Cumulative]: Semantic Similarity: 0.35001,	 retrieve time: 0.007993420687588779,	 generate time: 0.390069562738592
[55]: Semantic Similarity: 0.18346,	 retrieve time: 0.003965854644775391,	 generate time: 0.3270092010498047
[55]: [Cumulative]: Semantic Similarity: 0.34703,	 retrieve time: 0.007921499865395682,	 generate time: 0.3889434848512922
[56]: Semantic Similarity: 0.09707,	 retrieve time: 0.003765583038330078,	 generate time: 0.3098642826080322
[56]: [Cumulative]: Semantic Similarity: 0.34265,	 retrieve time: 0.007848589043868216,	 generate time: 0.38755613042597187
[57]: Semantic Similarity: 0.25643,	 retrieve time: 0.003981828689575195,	 generate time: 0.3384592533111572
[57]: [Cumulative]: Semantic Similarity: 0.34116,	 retrieve time: 0.007781920761897646,	 generate time: 0.38670963254468194
[58]: Semantic Similarity: 0.25452,	 retrieve time: 0.0031578540802001953,	 generate time: 0.32898950576782227
[58]: [Cumulative]: Semantic Similarity: 0.33969,	 retrieve time: 0.007703546750343452,	 generate time: 0.3857313253111758
[59]: Semantic Similarity: 0.12016,	 retrieve time: 0.0038480758666992188,	 generate time: 0.5390868186950684
[59]: [Cumulative]: Semantic Similarity: 0.33603,	 retrieve time: 0.007639288902282715,	 generate time: 0.3882872502009074
[60]: Semantic Similarity: 0.20857,	 retrieve time: 0.003549337387084961,	 generate time: 0.34023022651672363
[60]: [Cumulative]: Semantic Similarity: 0.33394,	 retrieve time: 0.00757224051678767,	 generate time: 0.3874994301405109
[61]: Semantic Similarity: 0.07042,	 retrieve time: 0.003719806671142578,	 generate time: 0.33218932151794434
[61]: [Cumulative]: Semantic Similarity: 0.32969,	 retrieve time: 0.0075101044870192,	 generate time: 0.3866073316143405
[62]: Semantic Similarity: 0.1219,	 retrieve time: 0.003217458724975586,	 generate time: 0.34366512298583984
[62]: [Cumulative]: Semantic Similarity: 0.32639,	 retrieve time: 0.0074419672527010474,	 generate time: 0.38592570925515796
[63]: Semantic Similarity: 0.5032,	 retrieve time: 0.0027234554290771484,	 generate time: 0.31439900398254395
[63]: [Cumulative]: Semantic Similarity: 0.32916,	 retrieve time: 0.0073682405054569244,	 generate time: 0.38480810448527336
[64]: Semantic Similarity: 1.0,	 retrieve time: 0.0036818981170654297,	 generate time: 0.3823821544647217
[64]: [Cumulative]: Semantic Similarity: 0.33948,	 retrieve time: 0.007311527545635517,	 generate time: 0.38477078217726485
[65]: Semantic Similarity: 0.48657,	 retrieve time: 0.00487828254699707,	 generate time: 0.3380765914916992
[65]: [Cumulative]: Semantic Similarity: 0.34171,	 retrieve time: 0.007274660197171298,	 generate time: 0.3840632944396048
[66]: Semantic Similarity: 0.074,	 retrieve time: 0.0036759376525878906,	 generate time: 0.31081175804138184
[66]: [Cumulative]: Semantic Similarity: 0.33771,	 retrieve time: 0.007220947920386471,	 generate time: 0.38296998792619846
[67]: Semantic Similarity: 0.10124,	 retrieve time: 0.004311800003051758,	 generate time: 0.3390359878540039
[67]: [Cumulative]: Semantic Similarity: 0.33423,	 retrieve time: 0.0071781663333668425,	 generate time: 0.38232389968984265
[68]: Semantic Similarity: 0.24716,	 retrieve time: 0.004092216491699219,	 generate time: 0.333751916885376
[68]: [Cumulative]: Semantic Similarity: 0.33297,	 retrieve time: 0.007133442422618036,	 generate time: 0.3816199579100678
[69]: Semantic Similarity: 1.0,	 retrieve time: 0.003869771957397461,	 generate time: 0.4337158203125
[69]: [Cumulative]: Semantic Similarity: 0.3425,	 retrieve time: 0.007086818558829171,	 generate time: 0.38236418451581683
[70]: Semantic Similarity: 0.36755,	 retrieve time: 0.0038192272186279297,	 generate time: 0.3872034549713135
[70]: [Cumulative]: Semantic Similarity: 0.34285,	 retrieve time: 0.0070407961455869,	 generate time: 0.38243234325462666
[71]: Semantic Similarity: 0.52626,	 retrieve time: 0.004047870635986328,	 generate time: 0.4853358268737793
[71]: [Cumulative]: Semantic Similarity: 0.3454,	 retrieve time: 0.006999227735731337,	 generate time: 0.38386155830489266
[72]: Semantic Similarity: 0.48657,	 retrieve time: 0.003782510757446289,	 generate time: 0.3086709976196289
[72]: [Cumulative]: Semantic Similarity: 0.34733,	 retrieve time: 0.0069551631195904455,	 generate time: 0.3828315506242726
[73]: Semantic Similarity: 0.20413,	 retrieve time: 0.0029196739196777344,	 generate time: 0.32742762565612793
[73]: [Cumulative]: Semantic Similarity: 0.3454,	 retrieve time: 0.006900629481753787,	 generate time: 0.38208284893551386
[74]: Semantic Similarity: 0.34051,	 retrieve time: 0.004076480865478516,	 generate time: 0.36226439476013184
[74]: [Cumulative]: Semantic Similarity: 0.34533,	 retrieve time: 0.0068629741668701175,	 generate time: 0.3818186028798421
[75]: Semantic Similarity: 0.20449,	 retrieve time: 0.002964496612548828,	 generate time: 0.34259891510009766
[75]: [Cumulative]: Semantic Similarity: 0.34348,	 retrieve time: 0.006811678409576416,	 generate time: 0.3813025543564244
[76]: Semantic Similarity: 0.28412,	 retrieve time: 0.0035088062286376953,	 generate time: 0.38361096382141113
[76]: [Cumulative]: Semantic Similarity: 0.34271,	 retrieve time: 0.0067687839656681206,	 generate time: 0.38133253370012554
[77]: Semantic Similarity: 1.0,	 retrieve time: 0.003408670425415039,	 generate time: 0.37003064155578613
[77]: [Cumulative]: Semantic Similarity: 0.35114,	 retrieve time: 0.006725705586946928,	 generate time: 0.381187637646993
[78]: Semantic Similarity: 0.17622,	 retrieve time: 0.0038232803344726562,	 generate time: 0.32648468017578125
[78]: [Cumulative]: Semantic Similarity: 0.34892,	 retrieve time: 0.006688966026789025,	 generate time: 0.3804951951473574
[79]: Semantic Similarity: 0.17043,	 retrieve time: 0.003805875778198242,	 generate time: 0.3222513198852539
[79]: [Cumulative]: Semantic Similarity: 0.34669,	 retrieve time: 0.006652927398681641,	 generate time: 0.3797671467065811

Result for ./rag_results.txt
Prepare time: 0.38707542419433594
Average Semantic Similarity: 0.34669156977906823
retrieve time: 0.006652927398681641,	 generate time: 0.3797671467065811
