KVcache prepared in 0.5611782073974609 seconds
[0]: Semantic Similarity: 0.45244,	 cache time: 4.76837158203125e-07,	 generate time: 0.7473576068878174
[20]: [Cumulative]: Semantic Similarity: 0.4204,	 cache time: 8.514949253627233e-07,	 generate time: 3.835166817619687
[21]: Semantic Similarity: 0.68767,	 cache time: 7.152557373046875e-07,	 generate time: 0.6203815937042236
[21]: [Cumulative]: Semantic Similarity: 0.43255,	 cache time: 8.453022349964489e-07,	 generate time: 3.6890402165326206
[22]: Semantic Similarity: 0.32273,	 cache time: 1.430511474609375e-06,	 generate time: 8.007733345031738
[22]: [Cumulative]: Semantic Similarity: 0.42777,	 cache time: 8.707461149796195e-07,	 generate time: 3.876809482989104
[23]: Semantic Similarity: 0.71912,	 cache time: 1.1920928955078125e-06,	 generate time: 0.5926902294158936
[23]: [Cumulative]: Semantic Similarity: 0.43991,	 cache time: 8.841355641682943e-07,	 generate time: 3.739971180756887
[24]: Semantic Similarity: 0.39763,	 cache time: 7.152557373046875e-07,	 generate time: 1.60158109664917
[24]: [Cumulative]: Semantic Similarity: 0.43822,	 cache time: 8.7738037109375e-07,	 generate time: 3.654435577392578
[25]: Semantic Similarity: 0.41802,	 cache time: 9.5367431640625e-07,	 generate time: 5.8079917430877686
[25]: [Cumulative]: Semantic Similarity: 0.43744,	 cache time: 8.803147536057693e-07,	 generate time: 3.737264660688547
[26]: Semantic Similarity: 0.54444,	 cache time: 9.5367431640625e-07,	 generate time: 0.8583979606628418
[26]: [Cumulative]: Semantic Similarity: 0.44141,	 cache time: 8.830317744502315e-07,	 generate time: 3.6306399680950023
[27]: Semantic Similarity: 0.25967,	 cache time: 7.152557373046875e-07,	 generate time: 1.0719332695007324
[27]: [Cumulative]: Semantic Similarity: 0.43492,	 cache time: 8.770397731236049e-07,	 generate time: 3.53925758600235
[28]: Semantic Similarity: 0.5861,	 cache time: 9.5367431640625e-07,	 generate time: 0.9358556270599365
[28]: [Cumulative]: Semantic Similarity: 0.44013,	 cache time: 8.796823435816272e-07,	 generate time: 3.449485104659508
[29]: Semantic Similarity: 0.21283,	 cache time: 7.152557373046875e-07,	 generate time: 2.6537768840789795
[29]: [Cumulative]: Semantic Similarity: 0.43255,	 cache time: 8.742014567057291e-07,	 generate time: 3.4229614973068236

Result for ./result_kvcache.txt
Prepare time: 0.5611782073974609
Average Semantic Similarity: 0.4325528065363566
cache time: 8.742014567057291e-07,	 generate time: 3.4229614973068236
