KVcache prepared in 0.6186618804931641 seconds
[0]: Semantic Similarity: 0.44844,	 cache time: 7.152557373046875e-07,	 generate time: 7.842558860778809
[26]: Semantic Similarity: 0.37949,	 cache time: 4.76837158203125e-07,	 generate time: 3.4227113723754883
[26]: [Cumulative]: Semantic Similarity: 0.41544,	 cache time: 7.947285970052084e-07,	 generate time: 3.8933944702148438
[27]: Semantic Similarity: 0.01487,	 cache time: 4.76837158203125e-07,	 generate time: 4.488650798797607
[27]: [Cumulative]: Semantic Similarity: 0.40113,	 cache time: 7.833753313337053e-07,	 generate time: 3.914653624807085
[28]: Semantic Similarity: 0.3067,	 cache time: 1.1920928955078125e-06,	 generate time: 6.229875326156616
[28]: [Cumulative]: Semantic Similarity: 0.39787,	 cache time: 7.974690404431573e-07,	 generate time: 3.9944888558881035
[29]: Semantic Similarity: 0.55356,	 cache time: 9.5367431640625e-07,	 generate time: 5.340938568115234
[29]: [Cumulative]: Semantic Similarity: 0.40306,	 cache time: 8.026758829752604e-07,	 generate time: 4.039370512962341
[30]: Semantic Similarity: 0.71018,	 cache time: 9.5367431640625e-07,	 generate time: 0.500178337097168
[30]: [Cumulative]: Semantic Similarity: 0.41297,	 cache time: 8.075468001827117e-07,	 generate time: 3.9252030234183035
[31]: Semantic Similarity: 0.31533,	 cache time: 9.5367431640625e-07,	 generate time: 8.686706304550171
[31]: [Cumulative]: Semantic Similarity: 0.40992,	 cache time: 8.121132850646973e-07,	 generate time: 4.074000000953674
[32]: Semantic Similarity: 0.31145,	 cache time: 7.152557373046875e-07,	 generate time: 1.862936019897461
[32]: [Cumulative]: Semantic Similarity: 0.40694,	 cache time: 8.091782078598485e-07,	 generate time: 4.006998062133789
[33]: Semantic Similarity: 0.41402,	 cache time: 7.152557373046875e-07,	 generate time: 7.884282350540161
[33]: [Cumulative]: Semantic Similarity: 0.40714,	 cache time: 8.064157822552849e-07,	 generate time: 4.121035835322211
[34]: Semantic Similarity: 0.06552,	 cache time: 9.5367431640625e-07,	 generate time: 7.526581048965454
[34]: [Cumulative]: Semantic Similarity: 0.39738,	 cache time: 8.106231689453125e-07,	 generate time: 4.2183371271405905

Result for ./result_kvcache.txt
Prepare time: 0.6186618804931641
Average Semantic Similarity: 0.39738320782780645
cache time: 8.106231689453125e-07,	 generate time: 4.2183371271405905
