KVcache prepared in 0.6809735298156738 seconds
[0]: Semantic Similarity: 0.445,	 cache time: 1.1920928955078125e-06,	 generate time: 8.312511920928955
[21]: [Cumulative]: Semantic Similarity: 0.40095,	 cache time: 9.211626919833097e-07,	 generate time: 2.529728325930509
[22]: Semantic Similarity: 0.10057,	 cache time: 9.5367431640625e-07,	 generate time: 0.678342342376709
[22]: [Cumulative]: Semantic Similarity: 0.38789,	 cache time: 9.225762408712636e-07,	 generate time: 2.4492332831673
[23]: Semantic Similarity: 0.26055,	 cache time: 9.5367431640625e-07,	 generate time: 0.11860227584838867
[23]: [Cumulative]: Semantic Similarity: 0.38258,	 cache time: 9.238719940185547e-07,	 generate time: 2.3521236578623452
[24]: Semantic Similarity: 0.40277,	 cache time: 1.1920928955078125e-06,	 generate time: 7.845701694488525
[24]: [Cumulative]: Semantic Similarity: 0.38339,	 cache time: 9.34600830078125e-07,	 generate time: 2.5718667793273924
[25]: Semantic Similarity: 0.76065,	 cache time: 7.152557373046875e-07,	 generate time: 6.489667177200317
[25]: [Cumulative]: Semantic Similarity: 0.3979,	 cache time: 9.261644803560697e-07,	 generate time: 2.722551410014813
[26]: Semantic Similarity: 0.24163,	 cache time: 4.76837158203125e-07,	 generate time: 0.5748202800750732
[26]: [Cumulative]: Semantic Similarity: 0.39211,	 cache time: 9.095227276837384e-07,	 generate time: 2.6430058126096374
[27]: Semantic Similarity: 0.691,	 cache time: 7.152557373046875e-07,	 generate time: 0.542374849319458
[27]: [Cumulative]: Semantic Similarity: 0.40278,	 cache time: 9.025846208844866e-07,	 generate time: 2.5679832782064165
[28]: Semantic Similarity: 0.32273,	 cache time: 9.5367431640625e-07,	 generate time: 5.461706638336182
[28]: [Cumulative]: Semantic Similarity: 0.40002,	 cache time: 9.043463345231681e-07,	 generate time: 2.667766842348822
[29]: Semantic Similarity: 0.70104,	 cache time: 7.152557373046875e-07,	 generate time: 0.772691011428833
[29]: [Cumulative]: Semantic Similarity: 0.41006,	 cache time: 8.980433146158854e-07,	 generate time: 2.6045976479848227
[30]: Semantic Similarity: 0.36782,	 cache time: 7.152557373046875e-07,	 generate time: 8.698659181594849
[30]: [Cumulative]: Semantic Similarity: 0.4087,	 cache time: 8.921469411542338e-07,	 generate time: 2.801180278101275
[31]: Semantic Similarity: 0.16165,	 cache time: 7.152557373046875e-07,	 generate time: 8.83249545097351
[31]: [Cumulative]: Semantic Similarity: 0.40098,	 cache time: 8.866190910339355e-07,	 generate time: 2.9896588772535324
[32]: Semantic Similarity: 0.14205,	 cache time: 9.5367431640625e-07,	 generate time: 7.9044880867004395
[32]: [Cumulative]: Semantic Similarity: 0.39313,	 cache time: 8.886510675603693e-07,	 generate time: 3.1385930957216206
[33]: Semantic Similarity: 0.40523,	 cache time: 7.152557373046875e-07,	 generate time: 8.226982831954956
[33]: [Cumulative]: Semantic Similarity: 0.39348,	 cache time: 8.835512049057905e-07,	 generate time: 3.288251617375542
[34]: Semantic Similarity: 0.55236,	 cache time: 9.5367431640625e-07,	 generate time: 8.78966736793518
[34]: [Cumulative]: Semantic Similarity: 0.39802,	 cache time: 8.855547223772322e-07,	 generate time: 3.445434924534389
[35]: Semantic Similarity: 0.30526,	 cache time: 4.76837158203125e-07,	 generate time: 0.9551639556884766
[35]: [Cumulative]: Semantic Similarity: 0.39545,	 cache time: 8.742014567057291e-07,	 generate time: 3.3762607309553356
[36]: Semantic Similarity: 0.05093,	 cache time: 9.5367431640625e-07,	 generate time: 0.46392059326171875
[36]: [Cumulative]: Semantic Similarity: 0.38614,	 cache time: 8.763493718327703e-07,	 generate time: 3.2975488353419946
[37]: Semantic Similarity: 0.45193,	 cache time: 9.5367431640625e-07,	 generate time: 7.7509355545043945
[37]: [Cumulative]: Semantic Similarity: 0.38787,	 cache time: 8.783842387952302e-07,	 generate time: 3.4147432226883736
[38]: Semantic Similarity: 0.71018,	 cache time: 7.152557373046875e-07,	 generate time: 0.5161988735198975
[38]: [Cumulative]: Semantic Similarity: 0.39613,	 cache time: 8.742014567057291e-07,	 generate time: 3.340421572709695
[39]: Semantic Similarity: 0.35794,	 cache time: 9.5367431640625e-07,	 generate time: 5.529725551605225
[39]: [Cumulative]: Semantic Similarity: 0.39518,	 cache time: 8.761882781982421e-07,	 generate time: 3.395154172182083
[40]: Semantic Similarity: 0.28901,	 cache time: 7.152557373046875e-07,	 generate time: 7.943750858306885
[40]: [Cumulative]: Semantic Similarity: 0.39259,	 cache time: 8.722630942740092e-07,	 generate time: 3.506095554770493
[41]: Semantic Similarity: 0.0662,	 cache time: 7.152557373046875e-07,	 generate time: 8.63766098022461
[41]: [Cumulative]: Semantic Similarity: 0.38482,	 cache time: 8.685248238699777e-07,	 generate time: 3.628275683947972
[42]: Semantic Similarity: 0.75787,	 cache time: 7.152557373046875e-07,	 generate time: 0.13570141792297363
[42]: [Cumulative]: Semantic Similarity: 0.39349,	 cache time: 8.649604265079941e-07,	 generate time: 3.547053026598553
[43]: Semantic Similarity: -0.00512,	 cache time: 7.152557373046875e-07,	 generate time: 8.87740159034729
[43]: [Cumulative]: Semantic Similarity: 0.38443,	 cache time: 8.615580472079191e-07,	 generate time: 3.668197312138297

Result for ./result_kvcache.txt
Prepare time: 0.6809735298156738
Average Semantic Similarity: 0.3844332492233
cache time: 8.615580472079191e-07,	 generate time: 3.668197312138297
