KVcache prepared in 0.6780681610107422 seconds
[0]: Semantic Similarity: 0.445,	 cache time: 7.152557373046875e-07,	 generate time: 8.257672309875488
[23]: [Cumulative]: Semantic Similarity: 0.38258,	 cache time: 8.245309193929037e-07,	 generate time: 2.248625169197718
[24]: Semantic Similarity: 0.40277,	 cache time: 9.5367431640625e-07,	 generate time: 8.600040674209595
[24]: [Cumulative]: Semantic Similarity: 0.38339,	 cache time: 8.296966552734375e-07,	 generate time: 2.5026817893981934
[25]: Semantic Similarity: 0.76065,	 cache time: 4.76837158203125e-07,	 generate time: 5.4066972732543945
[25]: [Cumulative]: Semantic Similarity: 0.3979,	 cache time: 8.161251361553485e-07,	 generate time: 2.6143746926234317
[26]: Semantic Similarity: 0.24163,	 cache time: 9.5367431640625e-07,	 generate time: 0.6451640129089355
[26]: [Cumulative]: Semantic Similarity: 0.39211,	 cache time: 8.212195502387153e-07,	 generate time: 2.541440963745117
[27]: Semantic Similarity: 0.691,	 cache time: 9.5367431640625e-07,	 generate time: 0.7057788372039795
[27]: [Cumulative]: Semantic Similarity: 0.40278,	 cache time: 8.259500776018415e-07,	 generate time: 2.4758816020829335
[28]: Semantic Similarity: 0.32273,	 cache time: 7.152557373046875e-07,	 generate time: 5.94533109664917
[28]: [Cumulative]: Semantic Similarity: 0.40002,	 cache time: 8.221330313846982e-07,	 generate time: 2.595517791550735
[29]: Semantic Similarity: 0.70104,	 cache time: 4.76837158203125e-07,	 generate time: 0.6485519409179688
[29]: [Cumulative]: Semantic Similarity: 0.41006,	 cache time: 8.106231689453125e-07,	 generate time: 2.530618929862976
[30]: Semantic Similarity: 0.36782,	 cache time: 9.5367431640625e-07,	 generate time: 8.692557334899902
[30]: [Cumulative]: Semantic Similarity: 0.4087,	 cache time: 8.152377220892137e-07,	 generate time: 2.7293911364770707
[31]: Semantic Similarity: 0.16165,	 cache time: 7.152557373046875e-07,	 generate time: 7.749979257583618
[31]: [Cumulative]: Semantic Similarity: 0.40098,	 cache time: 8.121132850646973e-07,	 generate time: 2.88628451526165
[32]: Semantic Similarity: 0.14205,	 cache time: 9.5367431640625e-07,	 generate time: 8.620961666107178
[32]: [Cumulative]: Semantic Similarity: 0.39313,	 cache time: 8.164030132871686e-07,	 generate time: 3.0600626107418174
[33]: Semantic Similarity: 0.40523,	 cache time: 9.5367431640625e-07,	 generate time: 7.461483478546143
[33]: [Cumulative]: Semantic Similarity: 0.39348,	 cache time: 8.204404045553769e-07,	 generate time: 3.189516165677239
[34]: Semantic Similarity: 0.55236,	 cache time: 9.5367431640625e-07,	 generate time: 8.24756932258606
[34]: [Cumulative]: Semantic Similarity: 0.39802,	 cache time: 8.242470877511161e-07,	 generate time: 3.334031970160348
[35]: Semantic Similarity: 0.30526,	 cache time: 7.152557373046875e-07,	 generate time: 0.9602797031402588
[35]: [Cumulative]: Semantic Similarity: 0.39545,	 cache time: 8.212195502387153e-07,	 generate time: 3.2680944071875677
[36]: Semantic Similarity: 0.05093,	 cache time: 7.152557373046875e-07,	 generate time: 0.44069719314575195
[36]: [Cumulative]: Semantic Similarity: 0.38614,	 cache time: 8.183556634026605e-07,	 generate time: 3.1916782662675187
[37]: Semantic Similarity: 0.45193,	 cache time: 7.152557373046875e-07,	 generate time: 8.573518753051758
[37]: [Cumulative]: Semantic Similarity: 0.38787,	 cache time: 8.156425074527138e-07,	 generate time: 3.333305647498683
[38]: Semantic Similarity: 0.71018,	 cache time: 7.152557373046875e-07,	 generate time: 0.5042319297790527
[38]: [Cumulative]: Semantic Similarity: 0.39613,	 cache time: 8.130684877053285e-07,	 generate time: 3.2607652957622824
[39]: Semantic Similarity: 0.35794,	 cache time: 9.5367431640625e-07,	 generate time: 4.504132032394409
[39]: [Cumulative]: Semantic Similarity: 0.39518,	 cache time: 8.165836334228515e-07,	 generate time: 3.2918494641780853
[40]: Semantic Similarity: 0.28901,	 cache time: 2.6226043701171875e-06,	 generate time: 8.64107894897461
[40]: [Cumulative]: Semantic Similarity: 0.39259,	 cache time: 8.60632919683689e-07,	 generate time: 3.4223184760023906
[41]: Semantic Similarity: 0.0662,	 cache time: 4.76837158203125e-07,	 generate time: 8.470715284347534
[41]: [Cumulative]: Semantic Similarity: 0.38482,	 cache time: 8.514949253627233e-07,	 generate time: 3.5425184000106085
[42]: Semantic Similarity: 0.75787,	 cache time: 9.5367431640625e-07,	 generate time: 0.20744895935058594
[42]: [Cumulative]: Semantic Similarity: 0.39349,	 cache time: 8.538711902707122e-07,	 generate time: 3.4649586455766546
[43]: Semantic Similarity: -0.00512,	 cache time: 9.5367431640625e-07,	 generate time: 7.916200399398804
[43]: [Cumulative]: Semantic Similarity: 0.38443,	 cache time: 8.56139443137429e-07,	 generate time: 3.566123230890794

Result for ./result_kvcache.txt
Prepare time: 0.6780681610107422
Average Semantic Similarity: 0.3844332492233
cache time: 8.56139443137429e-07,	 generate time: 3.566123230890794
