KVcache prepared in 2.9590539932250977 seconds
[0]: Semantic Similarity: 0.45045,	 cache time: 9.5367431640625e-07,	 generate time: 8.986762523651123
[18]: Semantic Similarity: 0.18629,	 cache time: 9.5367431640625e-07,	 generate time: 1.9050040245056152
[18]: [Cumulative]: Semantic Similarity: 0.4199,	 cache time: 8.532875462582237e-07,	 generate time: 2.915313908928319
[19]: Semantic Similarity: 0.31929,	 cache time: 9.5367431640625e-07,	 generate time: 8.586665868759155
[19]: [Cumulative]: Semantic Similarity: 0.41487,	 cache time: 8.58306884765625e-07,	 generate time: 3.198881506919861
[20]: Semantic Similarity: 0.28207,	 cache time: 9.5367431640625e-07,	 generate time: 0.4647252559661865
[20]: [Cumulative]: Semantic Similarity: 0.40854,	 cache time: 8.628481910342262e-07,	 generate time: 3.068683590207781
[21]: Semantic Similarity: 0.47955,	 cache time: 1.1920928955078125e-06,	 generate time: 5.143319845199585
[21]: [Cumulative]: Semantic Similarity: 0.41177,	 cache time: 8.778138594193892e-07,	 generate time: 3.162985238161954
[22]: Semantic Similarity: 0.57406,	 cache time: 7.152557373046875e-07,	 generate time: 8.6111421585083
[22]: [Cumulative]: Semantic Similarity: 0.41883,	 cache time: 8.707461149796195e-07,	 generate time: 3.3998616260030996
[23]: Semantic Similarity: 0.68767,	 cache time: 9.5367431640625e-07,	 generate time: 0.45882582664489746
[23]: [Cumulative]: Semantic Similarity: 0.43003,	 cache time: 8.742014567057291e-07,	 generate time: 3.277318467696508
[24]: Semantic Similarity: 0.53534,	 cache time: 7.152557373046875e-07,	 generate time: 3.5375213623046875
[24]: [Cumulative]: Semantic Similarity: 0.43424,	 cache time: 8.678436279296875e-07,	 generate time: 3.287726583480835
[25]: Semantic Similarity: 0.32273,	 cache time: 9.5367431640625e-07,	 generate time: 8.577247619628906
[25]: [Cumulative]: Semantic Similarity: 0.42995,	 cache time: 8.711448082557091e-07,	 generate time: 3.4911697002557607
[26]: Semantic Similarity: 0.71912,	 cache time: 7.152557373046875e-07,	 generate time: 0.5559413433074951
[26]: [Cumulative]: Semantic Similarity: 0.44066,	 cache time: 8.653711389612269e-07,	 generate time: 3.3824575388873064
[27]: Semantic Similarity: 0.33864,	 cache time: 7.152557373046875e-07,	 generate time: 8.128397941589355
[27]: [Cumulative]: Semantic Similarity: 0.43702,	 cache time: 8.600098746163505e-07,	 generate time: 3.5519554104123796
[28]: Semantic Similarity: 0.04696,	 cache time: 1.1920928955078125e-06,	 generate time: 4.240875482559204
[28]: [Cumulative]: Semantic Similarity: 0.42357,	 cache time: 8.714610132677802e-07,	 generate time: 3.5757112749691666
[29]: Semantic Similarity: 0.11426,	 cache time: 7.152557373046875e-07,	 generate time: 1.1543586254119873
[29]: [Cumulative]: Semantic Similarity: 0.41326,	 cache time: 8.662541707356771e-07,	 generate time: 3.4949995199839274
[30]: Semantic Similarity: 0.31763,	 cache time: 7.152557373046875e-07,	 generate time: 1.8254218101501465
[30]: [Cumulative]: Semantic Similarity: 0.41017,	 cache time: 8.613832535282258e-07,	 generate time: 3.4411421745054183
[31]: Semantic Similarity: 0.63042,	 cache time: 9.5367431640625e-07,	 generate time: 0.6759495735168457
[31]: [Cumulative]: Semantic Similarity: 0.41706,	 cache time: 8.642673492431641e-07,	 generate time: 3.3547299057245255
[32]: Semantic Similarity: 0.54608,	 cache time: 9.5367431640625e-07,	 generate time: 8.637460470199585
[32]: [Cumulative]: Semantic Similarity: 0.42096,	 cache time: 8.669766512784091e-07,	 generate time: 3.5148126501025576
[33]: Semantic Similarity: 0.58279,	 cache time: 7.152557373046875e-07,	 generate time: 0.9109354019165039
[33]: [Cumulative]: Semantic Similarity: 0.42572,	 cache time: 8.625142714556526e-07,	 generate time: 3.438228025155909
[34]: Semantic Similarity: 0.41606,	 cache time: 1.1920928955078125e-06,	 generate time: 0.8801789283752441
[34]: [Cumulative]: Semantic Similarity: 0.42545,	 cache time: 8.719308035714285e-07,	 generate time: 3.3651409081050327
[35]: Semantic Similarity: 0.31559,	 cache time: 7.152557373046875e-07,	 generate time: 2.071638822555542
[35]: [Cumulative]: Semantic Similarity: 0.4224,	 cache time: 8.675787183973524e-07,	 generate time: 3.329210294617547
[36]: Semantic Similarity: 0.36501,	 cache time: 1.1920928955078125e-06,	 generate time: 8.629876852035522
[36]: [Cumulative]: Semantic Similarity: 0.42085,	 cache time: 8.763493718327703e-07,	 generate time: 3.472471552926141
[37]: Semantic Similarity: 0.74641,	 cache time: 7.152557373046875e-07,	 generate time: 0.16291499137878418
[37]: [Cumulative]: Semantic Similarity: 0.42941,	 cache time: 8.721100656609786e-07,	 generate time: 3.3853779592012105
[38]: Semantic Similarity: 0.02254,	 cache time: 7.152557373046875e-07,	 generate time: 7.65112042427063
[38]: [Cumulative]: Semantic Similarity: 0.41898,	 cache time: 8.680881598056891e-07,	 generate time: 3.494755971126067

Result for ./result_kvcache.txt
Prepare time: 2.9590539932250977
Average Semantic Similarity: 0.4189802550065976
cache time: 8.680881598056891e-07,	 generate time: 3.494755971126067
